,author_searched,author,title,datepublished,isbn13
0,Susan Arnout Smith,Susan Arnout Smith,Timer Game,,9781429955720
1,Susan Arnout Smith,Susan Arnout Smith,The Timer Game,,9780007265176
2,Susan Arnout Smith,"Smith, Susan Arnout","The Timer Game (Grace Descanso, Book 1)",,9780312368333
3,Susan Arnout Smith,Susan Arnout Smith,Out at Night,,9780007289721
4,Susan Arnout Smith,Susan Arnout Smith,THE TIMER GAME [Paperback] by Susan Arnout Smith,,9780007841516
5,Susan Arnout Smith,Smith Susan Arnout,The Timer Game,,9780007265190
6,Susan Arnout Smith,Susan Arnout Smith,Out At Night (a Grace Descanso Novel),,9780312368340
7,Susan Arnout Smith,"Smith, Susan Arnout",Todessaat: Thriller,,9783442465026
8,Susan Arnout Smith,Susan Arnout Smith,Timer Game,,9780007390786
9,Susan Arnout Smith,Susan Arnout Smith,Il Gioco Di Grace,,9788854112650
10,Susan Arnout Smith,"Smith, Susan Arnout",Out at Night,,9780007275519
11,Susan Arnout Smith,Susan Arnout Smith,Out At Night,,9780007342877
12,Bel Mooney,"Mooney, Bel",Why not?,,9780416158823
13,Bel Mooney,Bel Mooney,I Don't Want To! (Kitty and Friends) (Kitty & Friends),,9780749748241
14,Bel Mooney,"Mooney, Bel",Big Dog Bonnie,,9781406351163
15,Bel Mooney,Bel Mooney,I Don't Want To! (storytapes),,9781855498501
16,Bel Mooney,"Mooney, Bel",The Voices of Silence,,9781406307276
17,Bel Mooney,"Mooney, Bel",I Can't Find It! (Cover to Cover Storytapes),,9781855498518
18,Bel Mooney,"Mooney, Bel",The Anderson Question,,9780241114568
19,Bel Mooney,Bel Mooney,I Wish!,,9780416190984
20,Bel Mooney,"Mooney, Bel",Blue Banana: I Don't Want to Say Yes (Blue Bananas),,9781405201384
21,Bel Mooney,"Mooney, Bel",It's Not My Fault!: No.11,,9781405203852
22,Bel Mooney,Bel Mooney,I Know! (Kitty and Friends) (Kitty & Friends),,9781405203708
23,Bel Mooney,"Mooney, Bel",The Voices of Silence,,9780749726447
24,Bel Mooney,"Mooney, Bel",The Year of the Child,,9781448211265
25,Bel Mooney,Bel Mooney,"Like Mother, Like Daughter?",,9780753411469
26,Bel Mooney,"Mooney, Bel",It's Not Fair! (Kitty and Friends) (Kitty & Friends),,9780749748265
27,Bel Mooney,"Mooney, Bel",Bel Mooney's Somerset,,9781448209811
28,Bel Mooney,"Mooney, Bel",Intimate Letters,,9780751522617
29,Bel Mooney,Bel Mooney,It's Not Fair!,,9781855498525
30,Bel Mooney,"Mooney, Bel",The Invasion of Sand,,9780727891570
31,Bel Mooney,"Mooney, Bel",Mr. Tubs Is Lost (Banana Storybooks: Blue),,9780778709046
32,Bel Mooney,"Mooney, Bel",The Stove Haunting,,9780395467640
33,Bel Mooney,Bel Mooney,Bel Mooney's Lifelines: Words to Help You Through,,9781849549325
34,Bel Mooney,"Mooney, Bel",I Can't Find It! (Kitty and Friends) (Kitty & Friends),,9780749748258
35,Bel Mooney,"Mooney, Bel",Who Loves Mr Tubs? (Reading Ladder),,9781405282055
36,Bel Mooney,"Mooney, Bel",Invasion of Sand,,9780727863188
37,Bel Mooney,Bel Mooney,Devout Sceptics,,9780340862025
38,Bel Mooney,"Mooney, Bel",The Voices of Silence,,9780440227588
39,Bel Mooney,Bel Mooney,"Pétula, La Petite Chienne Aux Idées Géantes",,9782070695249
40,Bel Mooney,Bel Mooney,Devout Sceptics,,9780340863671
41,Bel Mooney,Bel Mooney,Small Dog Saved My Life,,9780007427215
42,Bel Mooney,"Mooney, Bel",From This Day Forward: An Anthology of Marriage,,9780719547485
43,Bel Mooney,mooney-bel,Busy Dog Bonnie: Racing Reads,,9781406322705
44,Bel Mooney,"Mooney, Bel",Kitty's Friends (Kitty & Friends),,9781405205856
45,Bel Mooney,"Mooney, Bel",The Anderson Question,,9781448210534
46,Bel Mooney,"Mooney, Bel",Small Dogs Can Save Your Life,,9780007318704
47,Bel Mooney,"Mooney, Bel",Flower of Jet,,9780241127360
48,Bel Mooney,"Mooney, Bel",Mr. Tubs Is Lost (Banana Storybooks: Blue),,9780778708582
49,Bel Mooney,Bel Mooney,"Goodbye Pet, and See You in Heaven: A Memoir of Animals, Love and Loss",,9781785902338
50,Bel Mooney,"Mooney, Bel",Lost Footsteps,,9781448209828
51,Bel Mooney,Bel Mooney,But You Promised!,,9781855498532
52,Bel Mooney,Bel Mooney,Voices Of Silence,,9780606138871
53,Bel Mooney,Bel Mooney,A Flower Of Jet,,9780749729554
54,Bel Mooney,"Mooney, Bel",The Voices of Silence,,9781406358278
55,Bel Mooney,Bel Mooney,Un Piccolo Grande Amore,,9788873394013
56,Bel Mooney,Mooney,Kurt Jackson: A New Genre Of Landscape Painting,,9781848221024
57,Bel Mooney,"Mooney, Bel",Brave Dog Bonnie,,9781406313994
58,Bel Mooney,Bel Mooney,Small Dog Saved My Life,,9780007427222
59,Bel Mooney,Bel Mooney,The Stove Haunting,,9780416595505
60,Bel Mooney,Bel Mooney,Intimate Letters,,9780316640565
61,Bel Mooney,"Mooney, Bel",The Windsurf Boy,,9781448211258
62,Bel Mooney,"Mooney, Bel",I Wish! (Kitty and Friends) (Kitty & Friends),,9781405203821
63,Bel Mooney,"Mooney, Bel.",Un piccolo grande amore,,9788820050122
64,Bel Mooney,Bel Mooney,The Windsurf Boy (pavanne Books),,9780330297349
65,Bel Mooney,Bel Mooney,Kitty's Big Ideas (kitty & Friends),,9781405201988
66,Bel Mooney,Bel Mooney,The Fourth Of July,,9780140109900
67,Bel Mooney,"Mooney, Bel",So What! (Kitty and Friends) (Kitty & Friends),,9780749748234
68,Bel Mooney,Bel Mooney,But You Promised!,,9781855495074
69,Bel Mooney,"Mooney, Bel",Perspectives for Living: Conversations on Bereavement and Love,,9780719551253
70,Bel Mooney,"Mooney, Bel",Why Me! (Kitty and Friends) (Kitty & Friends),,9781405203838
71,Bel Mooney,Bel Mooney,I'm Scared! (Kitty and Friends) (Kitty & Friends),,9781405203814
72,Bel Mooney,Bel Mooney,Liza's Yellow Boat,,9780704322684
73,Bel Mooney,"Mooney, Bel",Intimate Letters,,9780754002062
74,Bel Mooney,Bel Mooney,Bel Mooney's Lifelines,,9781849549684
75,Bel Mooney,Bel Mooney,Its So Boring,,9780749716264
76,Bel Mooney,"Mooney, Bel",A Flower of Jet (Puffin Books),,9780140345735
77,Bel Mooney,"Mooney, Bel","Goodbye, Pet & See You In Heaven: A Memoir of Animals, Love and Loss",,9781785900600
78,Bel Mooney,Bel Mooney,Best Dog Bonnie (Walker Racing Reads),,9781406350982
79,Bel Mooney,"Mooney, Bel",The Voices Of Silence (cascades),,9780003303353
80,Bel Mooney,Bel Mooney,Promise You Won't Be Cross (Blue Bananas),,9780749737474
81,Bel Mooney,"Mooney, Bel","Oh, Kitty!: A Bumper Collection of Stories",,9781405240420
82,Bel Mooney,"Mooney, Bel",Bright Dog Bonnie: Racing Reads,,9781406322712
83,Bel Mooney,Bel Mooney,Small Dogs Can Save Your Life,,9780091932701
84,Bel Mooney,Bel Mooney,Small Dogs Can Save Your Life,,9780091932718
85,Bel Mooney,"Mooney, Bel",Brave Dog Bonnie,,9781406351170
86,Bel Mooney,Bel Mooney,But You Promised! (Kitty and Friends) (Kitty & Friends),,9780749748272
87,Bel Mooney,"Mooney, Bel",Mr Tubs Is Lost! (Blue Bananas),,9781405205863
88,Bel Mooney,"Mooney, Bel",Big Dog Bonnie,,9781406303995
89,Bel Mooney,Bel Mooney,The Fourth Of July,,9780241122709
90,Bel Mooney,Bel Mooney,Differences Of Opinion,,9780860512646
91,Bel Mooney,Bel Mooney,Windsurf Boy,,9780224020794
92,Bel Mooney,"Mooney, Bel",Blue Bananas: Promise You Won't Be Cross (Blue Bananas),,9780434804696
93,Bel Mooney,Bel Mooney,I Know! (temporeed),,9781860211843
94,Bel Mooney,"Mooney, Bel",The Green Man,,9781898000983
95,Bel Mooney,"Mooney, Bel",Bright Dog Bonnie,,9781406351187
96,Bel Mooney,"Mooney, Bel",The Voices of Silence,,9780416191035
97,Bel Mooney,Bel Mooney,Ti Voglio Bene... Signor Tabbi!,,9788804587712
98,Bel Mooney,Bel Mooney,Lost Footsteps,,9780670839315
99,Bel Mooney,Bel Mooney,The Voices Of Silence,,9780613090148
100,Bel Mooney,Bel Mooney,The Anderson Question,,9780330291378
101,Bel Mooney,"Mooney, Bel",I Don't Want to Say Yes!,,9780749728106
102,Bel Mooney,Bel Mooney,You Never Did Learn To Knock,,9781417748563
103,Bel Mooney,"Mooney, Bel",I'm Bored!,,9781405203845
104,Bel Mooney,"Mooney, Bel","Voices of Silence, The",,9780385323260
105,Bel Mooney,"Mooney, Bel",You Never Did Learn to Knock: 14 Stories About Girls and Their Mothers,,9780753458778
106,Bel Mooney,Bel Mooney,I Can't Find It!,,9780749700300
107,Bel Mooney,Bel Mooney,Bad Dog Bonnie,,9781406351156
108,Bel Mooney,"Mooney, Bel",Busy Dog Bonnie,,9781406351194
109,Bel Mooney,"Mooney, Bel",The Fourth of July,,9781448210909
110,Bel Mooney,"Mooney, Bel",The Stove Haunting,,9780140325379
111,Bel Mooney,"Mooney, Bel",Who Loves Mr Tubs? (Blue Bananas),,9781405223041
112,Bel Mooney,"Mooney, Bel",Lost Footsteps,,9780140153675
113,Bel Mooney,Bel Mooney,Goodbye Pet & See You in Heaven,,9781785901546
114,Bel Mooney,"Mooney, Bel",Year of the Child,,9780091383213
115,Bel Mooney,"Mooney, Bel , 1946-",Bel Mooney's Somerset,,9780297795421
116,Bel Mooney,"Mooney, Bel",I'm Scared,,9780749723309
117,Bel Mooney,"Mooney, Bel",But You Promised!,,9780749706364
118,Bel Mooney,"Mooney, Bel",It's Not Fair!: Overcoming Discrimination in Australia,,9780749705756
119,Bel Mooney,Mooney,Here's Kitty!: It's Not Fair! / But You Promised! / Why Not?,,9780749713119
120,Bel Mooney,"Mooney, Bel",I Don't Want To!,,9780749704209
121,Bel Mooney,Bel Mooney,Father Kissmass And Mother Claws,,9780241116951
122,Bel Mooney,"Mooney, Bel",Why Me?,,9780749728298
123,Bel Mooney,"Mooney, Bel",Oh Kitty!,,9780603550782
124,Bel Mooney,Bel Mooney,Kitty Stories,,9781855492929
125,Bel Mooney,"Mooney, Bel",The Stove Haunting,,9780749731045
126,Bel Mooney,"Mooney, Bel",I Know!,,9780749711344
127,Bel Mooney,Bel Mooney,I Don't Want To!: Book And Cassette Pack: Book And Cassette Pack (cover To Cover),,9781855495043
128,Bel Mooney,"Mooney, Bel",Why Not?,,9780749708603
129,Bel Mooney,"Mooney, Bel",It's Not My Fault,,9780749729721
130,Bel Mooney,"Mooney, Bel (edited by).",The Penguin Book of Marriage,,9780140139044
131,Bel Mooney,Bel Mooney,But You Promised!,,9780416150728
132,Bel Mooney,"Mooney, Bel",I'm Bored!,,9780416192506
133,Bel Mooney,Bel Mooney,Man Nimīʹtavānam Paydāyish Kunam!,,9789643692261
134,Bel Mooney,Bel Mooney,I Wish!,,9780749719906
135,Bel Mooney,"Mooney, Bel",Why Not? (Kitty and Friends),,9781405200592
136,Bel Mooney,"Mooney, Bel",I'm Bored (Kitty),,9780749729219
137,Bel Mooney,Bel Mooney,En Varmasti Sano Kyllä!,,9789518739978
138,Bel Mooney,Thomas Hardy; Introduction by Bel Mooney,Far from the Madding Crowd,,9780861782390
139,Bel Mooney,Bel Mooney,Ettehän Sitten Suutu!,,9789518820430
140,Bel Mooney,Helen Dunmore Mark Cocker,Kurt Jackson,,9781848220416
141,Philip Mould,"Mould, Philip","The Art Detective: Fakes, Frauds, and Finds and the Search for Lost Treasures",,9781400116980
142,Philip Mould,"Mould, Philip",The Art Detective: Adventures of an Antiques Roadshow Appraiser,,9781101434802
143,Philip Mould,MOULD Philip,Sleuth: The Amazing Quest for Lost Art Treasures,,9780007281367
144,Philip Mould,Philip Mould,Sleuth,,9780007321483
145,Philip Mould,"Mould, Philip",The Art Detective: Adventures of an Antiques Roadshow Appraiser,,9780143119166
146,Philip Mould,Philip Mould,"The Art Detective: Fakes, Frauds, And Finds And The Search For Lost Treasures",,9781400166985
147,Philip Mould,Philip Mould,The Art Detective,,9781101434475
148,Philip Mould,Philip Mould,Sleepers: In Search of Lost Old Masters,,9781857022186
149,Philip Mould,"Mould, Philip",Sleuth: The Amazing Quest for Lost Art Treasures,,9780007319152
150,Philip Mould,"Mould, Philip","The Art Detective: Fakes, Frauds, and Finds and the Search for Lost Treasures",,9780670021857
151,Philip Mould,Philip Mould,"The Art Detective: Fakes, Frauds, And Finds And The Search For Lost Treasures",,9781400146987
152,Philip Mould,Philip Mould,Sleuth,,9780007319145
153,Philip Mould,"Mould, Philip",The Trail of Lot 163: In Search of Lost Art Treasures,,9781857025231
154,Philip Mould,Philip Mould,Art Detective,,9781400196982
155,Philip Mould,"Ardagh, Philip",History's Travellers and Explorers (History's Highlights),,9781855615861
156,Philip Mould,Philip Ardagh,Historiens Stora Uppfinnare,,9789188630131
157,Philip Mould,"Ardagh, Philip",History's Travellers and Explorers (History's Highlights),,9781855615182
158,Philip Mould,"Ardagh, Philip",History's Great Inventors (History's Highlights),,9781855615052
159,Philip Mould,"Ardagh, Philip",History's Great Inventors (History's Highlights),,9781855615854
160,Janice Hardy,"Hardy, Janice",Blue Fire,,9780007326822
161,Janice Hardy,"Hardy, Janice",Revising Your Novel: First Draft to Finished Draft: A step-by-step guide to revising your novel (Foundations of Fiction),,9780991536450
162,Janice Hardy,Janice Hardy,"Darkfall (the Healing Wars, Book 3)",,9780007550951
163,Janice Hardy,"Hardy, Janice",The Healing Wars: Book II: Blue Fire,,9780061747441
164,Janice Hardy,"Hardy, Janice","Understanding Show, Don't Tell: And Really Getting It",,9780991536436
165,Janice Hardy,"Hardy, Janice",Plotting Your Novel: Ideas and Structure (Foundations of Fiction) (Volume 1),,9780991536412
166,Janice Hardy,"Hardy, Janice",Fixing Your Plot and Story Structure Problems: Revising Your Novel: Book Two (Foundations of Fiction),,9781948305938
167,Janice Hardy,Janice Hardy,Blue Fire,,9780007352401
168,Janice Hardy,Janice Hardy,Healing Wars : Book I,,9780061949609
169,Janice Hardy,Janice Hardy,Shifter #2,,9780061761782
170,Janice Hardy,"Hardy, Janice","Blue Fire: The Healing Wars, 1st Edition, Book 2",,9780061747410
171,Janice Hardy,"Hardy, Janice",The Healing Wars: Book I: The Shifter,,9780061761775
172,Janice Hardy,"Hardy, Janice",The Healing Wars: Book III: Darkfall,,9780062093349
173,Janice Hardy,"Hardy, Janice",The Shifter (The Healing Wars: Book 1),,9780061747083
174,Janice Hardy,Janice Hardy,"The Pain Merchants (the Healing Wars, Book 1)",,9780007351763
175,Janice Hardy,"Hardy, Janice",Understanding Conflict: (And What It Really Means) (Skill Builders) (Volume 2),,9780991536481
176,Janice Hardy,"Hardy, Janice",Plotting Your Novel Workbook: A Companion Book to Planning Your Novel: Ideas and Structure (Foundations of Fiction),,9780991536429
177,Janice Hardy,"Hardy, Janice",Pain Merchants,,9780007332212
178,Janice Hardy,Janice Hardy,The Pain Merchants (The Healing Wars),,9780007326785
179,Janice Hardy,"Hardy, Janice",The Healing Wars: Book III: Darkfall,,9780061747502
180,Janice Hardy,Janice Hardy,Healing Wars : Book I,,9780061949562
181,Janice Hardy,Janice Hardy,Healing Wars : Book I,,9780061949616
182,Janice Hardy,"Hardy, Janice",Darkfall,,9780007326853
183,Janice Hardy,Janice Hardy,Healing Wars : Book I,,9780061949623
184,Janice Hardy,Janice Hardy,Healing Wars : Book I,,9780061949586
185,Janice Hardy,"Hardy, Janice",Plotting Your Novel: Ideas and Structure (Foundations of Fiction Book 1),,9780991536405
186,Janice Hardy,"Hardy, Janice","The Healing Wars: Book II: Blue Fire: Book II: Blue Fire, The",,9780062012708
187,Janice Hardy,Janice Hardy,"Darkfall (the Healing Wars, #3)",,9780061747526
188,Janice Hardy,"Hardy, Janice",The Pain Merchants (The Healing Wars),,9780007326792
189,Janice Hardy,"Hardy, Janice",Revising Your Novel: First Draft to Finished Draft Omnibus: A step-by-step guide to a better novel,,9780991536467
190,Janice Hardy,"Hardy, Janice",The Healing Wars: Book I: The Shifter,,9780061949579
191,Janice Hardy,Janice Hardy,Fixing Your Setting And Description Problems: Revising Your Novel: Book Three (foundations Of Fiction),,9781948305952
192,Janice Hardy,"Hardy, Janice","Healing Wars: Book I: The Shifter, The (The Healing Wars)",,9780061747045
193,Janice Hardy,"Hardy, Janice","Understanding Show, Don't Tell: (And Really Getting It) (Skill Builders Series Book 1)",,9780991536443
194,Janice Hardy,"Hardy, Janice",Fixing Your Character and Point of View Problems: Revising Your Novel: Book One (Foundations of Fiction),,9781948305914
195,Janice Hardy,Janice Hardy,Healing Wars : Book I,,9780061949630
196,Janice Hardy,"Lynn, Janice",Rien qu'une liaison... - La tentation du Dr Mitchell,,9782280414777
197,Janice Hardy,Kate Hardy,A Nurse And A Pup To Heal Him,,9780263269826
198,Janice Hardy,Kate Hardy,Once A Playboy... / Challenging The Nurse's Rules,,9780263891959
199,Janice Hardy,Janice Sims,Christmas Proposal,,9780008927905
200,Janice Hardy,Sims,A Christmas Proposal,,9780263317909
201,Ellen Horan,"Horan, Ellen",31 Bond Street,,9780007304042
202,Ellen Horan,"Horan, Ellen",31 Bond Street: A Novel (P.S.),,9780061773976
203,Ellen Horan,Ellen Horan,31 Bond Street,,9781554684717
204,Ellen Horan,Ellen Horan,Untitled Ellen Horan,,9780007355501
205,Ellen Horan,Ellen Horan,Untitled Ellen Horan,,9780007355518
206,Ellen Horan,"Horan, Ellen",31 Bond Street,,9780007304059
207,Ellen Horan,"Horan, Ellen",31 Bond Street: A Novel,,9780061969379
208,Ellen Horan,Ellen Horan,31 Bond Street,,9780007304035
209,Ellen Horan,"Horan, Ellen",31 Bond Street,,9780061773969
210,Ellen Horan,Ellen Horan,31 Bond Street,,9781443402767
211,Ellen Horan,Ellen Horan,Untitled Ellen Horan,,9780007355525
212,Ellen Horan,Ellen Horan,31 Bond Street,,9780007353040
213,Ellen Horan,Ellen Horan,31 Bond Street,,9780061969256
214,Dan Ariely,Dan Ariely,Predictably Irrational Lp: A Behavioral Economist&#39;s Startling Insights For Irrationally Better Living,,9780061468803
215,Dan Ariely,Dan Ariely,Truth About Dishonesty,,9780007477340
216,Dan Ariely,Dan Ariely,A honesta verdade sobre a desonestidade - Como mentimos para todo mundo especialmente para nos mesmos (Em Portugues do Brasil),,9786555641660
217,Dan Ariely,Dan Ariely,Dollars And Sense,,9781760557911
218,Dan Ariely,"Ariely, Dan","Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions",,9780061353246
219,Dan Ariely,Dan Ariely,Jak Drahá Je Intuice?,,9788072523276
220,Dan Ariely,"Ariely, Dan",The (Honest) Truth about Dishonesty (Chinese Edition),,9787508635477
221,Dan Ariely,"Ariely, Dan",The (Honest) Truth about Dishonesty: How We Lie to Everyone - Especially Ourselves,,9780007477326
222,Dan Ariely,Dan Ariely,Predictably Irrational: The Hidden Forces That Shape Our Decisions,,9780007263585
223,Dan Ariely,"Ariely, Dan",C'est (vraiment ?) moi qui décide. Les raisons cachées de nos choix (French Edition),,9782081397583
224,Dan Ariely,Dan Ariely,Predictably Irrational: The Hidden Forces that Shape Our Decisions,,9780007307432
225,Dan Ariely,Dan Ariely,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,,9780007431816
226,Dan Ariely,"Ariely, Dan",Las trampas del deseo: Cómo controlar los impulsos irracionales que nos llevan al error (Divulgación) (Spanish Edition),,9788408119234
227,Dan Ariely,Dan Ariely,Behavioural Economics Saved My Dog,,9781780748177
228,Dan Ariely,Dan Ariely,Predictably Irrational,,9780007368549
229,Dan Ariely,Dan Ariely,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,,9780007354764
230,Dan Ariely,"Ariely, Dan","Denken hilft zwar, nï¿½tzt aber nichts",,9783426274293
231,Dan Ariely,"Ariely, Dan",Ologiskt : Varför smarta människor fattar irrationella beslut,,9789127819856
232,Dan Ariely,Dan Ariely,"Irrationally Yours: On Missing Socks, Pickup Lines, And Other Existential Puzzles",,9781504612050
233,Dan Ariely,Dan Ariely,Positivamente Irracional (Em Portugues do Brasil),,9788535239102
234,Dan Ariely,Dan Ariely,The Irrational Bundle,,9780007529575
235,Dan Ariely,Dan Ariely,The (Honest) Truth About Dishonesty - Hebrew Version(Only in Hebrew)-Hebrew Literature,,9789655526165
236,Dan Ariely,Dan Ariely,Adevărul (cinstit) Despre Necinste,,9786068360133
237,Dan Ariely,"Ariely, Dan","Irrationally Yours: On Missing Socks, Pickup Lines, and Other Existential Puzzles",,9780062380012
238,Dan Ariely,Dan Ariely,A Mais Pura Verdade Sobre A Desonestidade (em Portuguese Do Brasil),,9788535258080
239,Dan Ariely,"Ariely, Dan",Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,,9780007354788
240,Dan Ariely,"Ariely, Dan",PREDICTABLY IRRATIONAL,,9780007256525
241,Dan Ariely,Dan Ariely,Potęga Irracjonalności,,9788324587513
242,Dan Ariely,Dan Ariely,Predvidljivo Nerazumni,,9789610111719
243,Dan Ariely,Dan Ariely,Az (őszinte) Igazság A Hazugságról,,9789633042717
244,Dan Ariely,"Ariely, Dan","Unerklärlich ehrlich: Warum wir weniger lügen, als wir eigentlich könnten",,9783426300626
245,Dan Ariely,Dan Ariely,"Potega irracjonalnosci. Ukryte sily, które wplywaja na nasze decyzje",,9788365731470
246,Dan Ariely,Dan Ariely,Predictably Irrational: The Hidden Forces That Shape Our Decisions (Revised and Expanded Edition) (Chinese Edition),,9787508622187
247,Dan Ariely,Dan Ariely,Jak Drahé Je Zdarma,,9788072522392
248,Dan Ariely,"Ariely, Dan",The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home (Chinese Edition),,9789862166864
249,Dan Ariely,"Ariely, Dan",Las trampas del deseo (Spanish Edition),,9786075692951
250,Dan Ariely,Dan Ariely,Akıldışı Ama öngörülebilir,,9786055655396
251,Dan Ariely,Dan Ariely,The Upside of Irrationality: Duke University Limited Edition by Dan Ariely (2010-05-03),,9780062026835
252,Dan Ariely,"Ariely, Dan","The Irrational Bundle: Predictably Irrational, The Upside of Irrationality, and The Honest Truth About Dishonesty",,9780062288745
253,Dan Ariely,Dan Ariely,Positivamente irracional. Como nos apaixonamos pelas nossas proprias ideias (Em Portugues do Brasil),,9786555207019
254,Dan Ariely,Dan Ariely,The (Honest) Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves,,9780007490561
255,Dan Ariely,"Ariely, Dan",C'est (vraiment?) moi qui décide: Les raisons cachées de nos choix,,9782081209909
256,Dan Ariely,"Ariely, Dan",Payoff (Ted 2),,9781471156076
257,Dan Ariely,"Ariely, Dan",Previsivelmente irracional: As forças invisíveis que nos levam a tomar decisões erradas (Portuguese Edition),,9788543110004
258,Dan Ariely,Ariely,Predictably Irrational,,9780061578694
259,Dan Ariely,Dan Ariely,Path To Misbelief,,9780063280441
260,Dan Ariely,"Ariely, Dan",The Honest Truth About Dishonesty: How We Lie to Everyone--Especially Ourselves,,9780062298553
261,Dan Ariely,Dan Ariely,Por Que Mentimos... En Especial A Nosotros Mismos,,9789871496433
262,Dan Ariely,"Ariely, Dan",Predictably Irrational: The Hidden Forces That Shape Our Decisions,,9780061353239
263,Dan Ariely,Dan Ariely,Predictably Irrational: The Hidden Forces That Shape Our Decisions,,9780007319923
264,Dan Ariely,Dan Ariely,Autista A Gyermekem,,9789633047316
265,Dan Ariely,Dan Ariely,Previsivelmente Irracional (Portuguese Edition),,9789892347370
266,Dan Ariely,Dan Ariely,Las trampas del deseo,,9786077473640
267,Dan Ariely,Dan Ariely,Perché: La logica nascosta delle nostre motivazioni (Italian Edition),,9788885493476
268,Dan Ariely,Dan Ariely,Behavioural Economics Saved My Dog,,9781780748184
269,Dan Ariely,"Ariely, Dan","Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions",,9780061958724
270,Dan Ariely,"Ariely, Dan",Las trampas del deseo - 75 Aniversario de Ariel: Cómo controlar los impulsos irracionales que nos llevan al error,,9788434426986
271,Dan Ariely,"Ariely, Dan","Upside of Irrationality Intl, The",,9780062004871
272,Dan Ariely,"Ariely, Dan",Por qué mentimos... en especial a nosotros mismos: La ciencia del engaño puesta al descubierto (Ariel) (Spanish Edition),,9788434405523
273,Dan Ariely,Dan Ariely,The Upside of Irrationality,,9780062027771
274,Dan Ariely,Dan Ariely,Az őszinte Igazság A Hazugságról,,9789633044247
275,Dan Ariely,Ariely,"Ted Books Box Set: The Business Mind: Beyond Measure, Payoff, And Why We Work",,9781501161766
276,Dan Ariely,Dan Ariely,พฤติกรรมพยากรณ์,,9786167164113
277,Dan Ariely,"Ariely, Dan",A Taste of Irrationality: Sample chapters from Predictably Irrational and Upside of Irrationality,,9780062060402
278,Dan Ariely,Dan Ariely,"Fühlen nützt nichts, hilft aber: Warum wir uns immer wieder unvernünftig verhalten",,9783426275511
279,Dan Ariely,Dan Ariely,Waarom We Altijd Tijd Te Kort Komen / Druk 4,,9789025431822
280,Dan Ariely,Dan Ariely,(Honest) Truth About Dishonesty,,9780007477333
281,Dan Ariely,Dan Ariely,Alasan Kita Rela Menderita,,9786022917007
282,Dan Ariely,"Ariely, Dan","The (Honest) Truth about Dishonesty: How We Lie to Everyone, Especially Ourselves. by Dan Ariely",,9780007477319
283,Dan Ariely,Dan Ariely,Prevedibilmente Irrazionale,,9788817025492
284,Dan Ariely,"Ariely, Dan","Pengar på hjärnan : Feltänk, fallgropar och smartare strategier",,9789127819870
285,Dan Ariely,"Ariely, Dan","Denken hilft zwar, nützt aber nichts: Warum wir immer wieder unvernünftige Entscheidungen treffen",,9783426300886
286,Dan Ariely,"Ariely, Dan","Heerlijk oneerlijk: hoe we allemaal liegen, met name tegen onszelf (Dutch Edition)",,9789490574741
287,Dan Ariely,Dan Ariely,Payoff,,9781471156083
288,Dan Ariely,"Ariely, Dan",The Honest Truth About Dishonesty: How We Lie to Everyone---Especially Ourselves,,9780062196347
289,Dan Ariely,"Ariely, Dan","Wer Denken Will, Muss Fühlen: Die Heimliche Macht Der Unvernunft",,9783426300893
290,Dan Ariely,"Ariely, Dan","C'est (vraiment?) moi qui décide: Les raisons cachées de nos choix (Droit, économie et sciences politiques) (French Edition)",,9782081285750
291,Dan Ariely,Dan Ariely,"Al Dumneavoastra, Irational (romanian Edition)",,9786067221602
292,Dan Ariely,"Ariely, Dan",The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,,9780062008565
293,Dan Ariely,Dan Ariely,Las ventajas del deseo. Como sacar partido de la irracionalidad en nuestras relaciones personales y laborales (Spanish Edition),,9788434469686
294,Dan Ariely,Dan Ariely,Previsivelmente Irracional (Em Portuguese do Brasil),,9788535223712
295,Dan Ariely,Dan Ariely,Predictably Irrational,,9780061578717
296,Dan Ariely,Dan Ariely,Predictably Irrational: The Hidden Forces That Shape Our Decisions by Dan Ariely9780007256532,,9780007256532
297,Dan Ariely,Dan Ariely,Predictably Irrational Lp: The Hidden Forces That Shape Our Decisions,,9780061535444
298,Dan Ariely,"Ariely, Dan",Predictable Irrational: the Hidden forces that Shapes Our Decisions,,9789862165560
299,Dan Ariely,Dan Ariely,Akildisi Ama Öngörülebilir,,9786052261507
300,Dan Ariely,"Ariely, Dan",C'est (vraiment?) moi qui décide: Les raisons cachées de nos choix (Clés des Champs) (French Edition),,9782081390539
301,Dan Ariely,"Ariely, Dan",Amazing Decisions: The Illustrated Guide to Improving Business Deals and Family Meals,,9780374536749
302,Dan Ariely,Dan Ariely,Dollars and Sense: Money Mishaps and How to Avoid Them,,9781509864652
