,isbn13,datepublished,totalrevenue,totalunits,price
0,1710174595194.0,2018-02-08,14522,28,772.9215686274509
1,1801075300984.0,2018-02-07,3257,12,593.2857142857143
2,1801075300984.0,2018-02-08,18413,30,962.0689655172414
3,1801245574122.0,2018-03-07,21847,41,819.4545454545455
4,8791370631704.0,2018-04-05,1174835,2974,386.64318529862175
5,9780007281855.0,2019-03-26,516255,1467,588.7161716171618
6,9780007283828.0,2009-01-26,244295,809,322.10224719101126
7,9780007287697.0,2008-09-04,11316,114,182.65573770491804
8,9780007289219.0,2009-01-05,613670,2582,315.9889502762431
9,9780007289233.0,2009-01-05,318806,542,584.5531135531136
10,9780007289240.0,2009-01-05,346082,572,604.5067985166872
11,9780007289257.0,2009-02-02,578835,1168,492.0487012987013
12,9780007289271.0,2009-09-03,170852,722,270.4451530612245
13,9780007289370.0,2010-07-29,464612,1765,318.8792165397171
14,9780007289417.0,2009-02-02,485491,1878,360.6695464362851
15,9780007289417.0,2009-09-23,0,0,799.0
16,9780007289424.0,1970-05-04,0,0,851.0
17,9780007289424.0,2009-05-04,437084,1752,296.3668903803132
18,9780007289448.0,2009-02-02,788244,1548,501.8671875
19,9780007289448.0,2022-06-01,399,1,399.0
20,9780007289486.0,2009-11-12,7857956,26531,317.5406698564593
21,9780007290079.0,2019-05-28,29456,164,674.1875
22,9780007307197.0,2016-09-08,650246,1768,723.399299474606
23,9780007340675.0,2009-08-06,120339,297,400.04624277456645
24,9780007340682.0,2009-08-06,136877,266,505.2202247191011
25,9780007340699.0,2009-08-06,133672,221,603.8814589665653
26,9780007340705.0,2009-08-06,150151,215,688.9594202898551
27,9780007340767.0,2009-08-06,152890,219,696.4479768786127
28,9780007343010.0,2009-10-01,360300,598,607.6779661016949
29,9780007343034.0,2009-10-01,154976,252,646.0077519379845
30,9780007344192.0,2012-01-05,186760,1102,259.3794983642312
31,9780007347674.0,2013-09-19,93363,154,596.5122349102774
32,9780007347681.0,2013-09-19,234571,323,710.0712328767123
33,9780007347759.0,2009-11-01,238322,438,497.209797657082
34,9780007358038.0,2010-01-21,2376,24,110.21428571428571
35,9780007358267.0,2010-02-04,60022,245,243.44159544159544
36,9780007374830.0,2010-05-27,153764,220,698.6675977653631
37,9780007380305.0,2019-04-30,329291,580,1038.212765957447
38,9780007384426.0,2017-10-05,894580,1127,800.8353413654619
39,9780007387205.0,2010-06-10,2060851,2317,884.2975609756097
40,9780007388769.0,2013-08-15,24787,71,341.98039215686276
41,9780007389155.0,2019-10-29,0,0,1830.1176470588234
42,9780007389162.0,2019-05-28,0,0,1213.047619047619
43,9780007389179.0,2019-05-28,85930,150,1175.9285714285713
44,9780007389186.0,2019-05-28,0,0,1774.0227272727273
45,9780007389568.0,2017-07-25,8854,6,1461.0
46,9780007391912.0,2019-05-28,0,0,1498.5
47,9780007402632.0,2010-08-19,406046,748,543.8197278911565
48,9780007420018.0,2017-01-12,786388,526,1457.890052356021
49,9780007427253.0,2011-02-10,130689,186,693.1577287066247
50,9780007435883.0,2011-06-09,112597,161,686.9433962264151
51,9780007453306.0,2012-03-29,7068477,25153,383.8879472693032
52,9780007455720.0,2012-03-15,0,0,265.6666666666667
53,9780007455737.0,2013-03-04,0,0,299.0
54,9780007480753.0,2012-05-31,0,0,199.0
55,9780007483389.0,2016-03-10,58749,90,633.9464285714286
56,9780007486427.0,2017-11-16,1701248,10070,340.140350877193
57,9780007486434.0,2018-05-31,1767342,5555,554.8708860759493
58,9780007493432.0,2016-09-22,38531,38,960.3548387096774
59,9780007494118.0,2013-05-23,4576415,22247,342.04524033930255
60,9780007511259.0,2015-06-04,60130,270,613.1521739130435
61,9780007516681.0,1970-01-20,0,0,1499.0
62,9780007516681.0,2018-01-25,797966,349,1958.4490566037737
63,9780007528462.0,2013-05-02,0,0,594.625
64,9780007539048.0,2013-08-15,46680,89,533.2095671981776
65,9780007550852.0,2017-04-06,715513,1102,639.9823182711199
66,9780007550876.0,2017-10-04,0,0,399.0
67,9780007550876.0,2017-10-19,655749,1575,421.1518858307849
68,9780007551309.0,2017-04-06,579440,3282,305.7090464547677
69,9780007551347.0,2017-10-19,81630,137,598.5974025974026
70,9780007554799.0,2018-07-12,6511,14,770.0121951219512
71,9780007563012.0,2018-02-22,105833,240,413.8915343915344
72,9780007568833.0,2018-01-19,773200,5034,307.7986111111111
73,9780007568840.0,2018-09-28,1063986,4219,343.8270944741533
74,9780007569724.0,2014-11-20,88079,216,351.57073170731707
75,9780008100520.0,2017-09-07,178153,67,2631.3888888888887
76,9780008100704.0,2017-02-09,231747,612,392.3972055888224
77,9780008102135.0,2015-06-04,4650709,23951,201.14811320754717
78,9780008110444.0,2019-06-05,4179,29,159.86713286713288
79,9780008110444.0,2019-06-07,0,0,199.0
80,9780008113599.0,2015-04-09,8316,84,190.3783783783784
81,9780008119126.0,2018-04-05,1592465,1149,1490.9282511210763
82,9780008119171.0,2019-04-04,948751,974,754.2162790697674
83,9780008122416.0,2017-05-25,67869,134,520.1358024691358
84,9780008122751.0,2018-02-09,8557,43,212.925
85,9780008123086.0,2019-03-15,11712,92,297.0974358974359
86,9780008124410.0,2016-10-06,31403,124,246.02209944751382
87,9780008124564.0,2017-04-06,0,0,799.0
88,9780008126087.0,2019-10-31,984216,2606,877.4826086956522
89,9780008133085.0,2015-05-21,10268,47,328.10280373831773
90,9780008134877.0,2017-08-10,23235,68,389.17021276595744
91,9780008138349.0,2018-10-16,88874,363,287.92558139534884
92,9780008139742.0,2018-05-31,1866175,6173,481.20798065296253
93,9780008139841.0,2017-05-12,9687,33,316.9166666666667
94,9780008142537.0,2017-11-10,311257,1212,284.16780045351476
95,9780008142599.0,2016-10-20,1119609,1595,697.5592417061612
96,9780008144272.0,2017-05-18,10335,13,722.9166666666666
97,9780008144746.0,2018-01-11,803264,412,1831.7471264367816
98,9780008149055.0,2019-04-04,3498,18,37.85201793721973
99,9780008149055.0,2019-04-18,1423987,5004,345.425068119891
100,9780008149512.0,2018-01-11,4999,1,4999.0
101,9780008149512.0,2018-02-22,0,0,3409.5
102,9780008150143.0,2017-06-15,7550344,15947,493.2375745526839
103,9780008150143.0,2017-10-06,998,2,499.0
104,9780008153656.0,2017-10-05,1617046,3592,1240.7781690140846
105,9780008156541.0,2015-10-15,414043,1815,259.6600397614314
106,9780008157036.0,2017-04-13,3396999,20281,206.70465337132003
107,9780008157050.0,2018-06-14,442271,1720,345.2778523489933
108,9780008157159.0,2017-09-07,1379980,6041,373.6650579150579
109,9780008159306.0,2019-09-19,27998,237,120.11827956989248
110,9780008162344.0,2018-02-22,13583,17,713.5094339622641
111,9780008165550.0,2017-08-24,160920,205,708.3473053892216
112,9780008168650.0,2017-01-26,129830,131,983.9574468085107
113,9780008172060.0,2016-06-02,57299,142,388.94444444444446
114,9780008172572.0,2017-09-07,8396,4,2099.0
115,9780008175535.0,2019-10-29,44485,242,242.50602409638554
116,9780008181031.0,2017-08-10,190743,847,303.937106918239
117,9780008181215.0,2018-02-12,1998419,11012,302.18
118,9780008181215.0,2018-09-21,0,0,359.0
119,9780008181222.0,2017-10-25,1122991,8150,301.2266139657444
120,9780008181567.0,2017-01-26,1763813,9711,241.66127292340886
121,9780008181598.0,2017-07-27,1172920,6035,251.66814650388457
122,9780008181628.0,2018-01-25,758097,2787,280.3325330132053
123,9780008181628.0,2023-07-09,299,1,299.0
124,9780008183547.0,2017-03-09,4396,4,1099.0
125,9780008188443.0,2017-01-26,6589,7,932.0
126,9780008188504.0,2016-06-30,3192,8,399.0
127,9780008189266.0,2017-09-21,346465,310,902.8985507246376
128,9780008189938.0,2017-07-03,165195,590,297.25266362252665
129,9780008190712.0,2017-03-09,7191,10,742.9594594594595
130,9780008190743.0,2017-03-09,64163,83,771.0098522167488
131,9780008191689.0,2017-02-09,77317,83,875.7239583333334
132,9780008191719.0,2018-04-05,98241,218,521.5995024875622
133,9780008191863.0,2016-08-12,1608254,12350,195.11259541984734
134,9780008191863.0,2016-08-14,478,2,239.0
135,9780008191863.0,2018-08-12,299,1,299.0
136,9780008191870.0,2016-10-13,656621,1718,378.34291377601585
137,9780008192488.0,2018-05-03,1076331,724,1485.8537360890302
138,9780008193867.0,2017-04-12,8991,9,999.0
139,9780008193867.0,2017-07-27,177127,193,935.5196078431372
140,9780008194543.0,2016-10-20,601774,1155,661.2829763246899
141,9780008194765.0,2017-07-14,125321,663,332.07553956834533
142,9780008195830.0,2018-08-23,2069371,3282,876.2068027210885
143,9780008196134.0,2016-08-25,9784,16,605.625
144,9780008199579.0,2017-11-02,224331,167,1277.7340067340067
145,9780008199616.0,2018-01-11,520118,581,973.7942973523421
146,9780008200206.0,2017-10-05,1525520,11007,209.13390010626992
147,9780008200497.0,2017-09-07,11988,9,1072.1304347826087
148,9780008201104.0,2017-10-10,3084525,5414,1068.1505376344087
149,9780008202200.0,2017-07-27,36575,125,295.15384615384613
150,9780008204402.0,2017-08-04,176306,972,286.67139175257734
151,9780008204419.0,2018-07-20,22341,133,299.75
152,9780008206710.0,2018-05-17,88344,221,401.25679758308155
153,9780008207120.0,2018-03-08,10120,219,101.04347826086956
154,9780008208288.0,2019-05-30,5406695,7961,1228.1304347826087
155,9780008209148.0,2017-09-21,641413,5201,270.90076335877865
156,9780008209261.0,2018-09-20,688635,2869,385.90207715133533
157,9780008209568.0,2016-10-31,906414,5157,476.1138861138861
158,9780008211059.0,2017-11-03,67424,264,348.0030487804878
159,9780008211080.0,2017-09-29,13519,68,198.86122448979592
160,9780008211264.0,2017-07-13,0,0,814.8
161,9780008211325.0,2017-07-13,0,0,791.8823529411765
162,9780008211486.0,2017-04-20,364414,2252,408.0695915279879
163,9780008211615.0,2017-03-09,307924,418,653.8168044077134
164,9780008211646.0,2018-04-19,238354,446,597.5600676818951
165,9780008211844.0,2018-06-28,44158,232,373.0740740740741
166,9780008212223.0,2017-05-04,4435069,24362,279.7043902439024
167,9780008212254.0,2018-04-19,495920,3617,247.41545893719805
168,9780008215002.0,2018-07-12,1449436,10692,267.9438405797101
169,9780008215064.0,2017-10-05,2055301,16983,195.34459459459458
170,9780008215071.0,2018-05-17,3495159,16442,291.5119887165021
171,9780008215743.0,2017-10-02,1147454,7299,379.89228529839886
172,9780008215750.0,2018-03-08,100248,831,359.1975308641975
173,9780008216528.0,2017-09-07,215980,1422,245.76114285714286
174,9780008216559.0,2018-03-16,0,0,349.0
175,9780008216931.0,2017-05-04,592271,3110,312.0928381962865
176,9780008217334.0,2019-04-18,0,4,241.73076923076923
177,9780008217747.0,2017-06-01,1854350,1337,1308.5039577836412
178,9780008217815.0,2018-07-05,131453,171,984.2522522522522
179,9780008217990.0,2018-06-28,82406,290,355.93092105263156
180,9780008218218.0,2019-01-10,183035,271,684.0946643717728
181,9780008218270.0,2017-12-28,165620,222,674.4554263565891
182,9780008218911.0,2018-05-31,107547,47,2307.031914893617
183,9780008219161.0,2017-12-14,1501255,6441,551.0883838383838
184,9780008220501.0,2017-02-09,963823,478,1930.2376811594204
185,9780008221003.0,2018-07-11,269656,2074,328.8041237113402
186,9780008221003.0,2018-09-09,0,0,299.0
187,9780008221560.0,2018-06-01,2246602,10650,300.9750367107195
188,9780008221577.0,2017-09-20,11525356,84302,307.47661469933183
189,9780008221768.0,2017-07-13,1574440,1149,1307.8745198463507
190,9780008221782.0,2017-05-04,1356111,1070,1194.2463054187192
191,9780008221928.0,2017-07-03,602380,4493,195.09513274336283
192,9780008221935.0,2018-04-02,266975,1948,257.82819383259914
193,9780008221966.0,2017-10-20,1083125,6819,226.015625
194,9780008222154.0,2017-11-14,897,47,46.65725806451613
195,9780008222178.0,2018-01-11,203760,1684,348.03053435114504
196,9780008222192.0,2017-10-19,33584,16,2099.0
197,9780008222260.0,2017-10-05,109956,44,2371.6491228070176
198,9780008222321.0,2019-08-30,0,0,659.0
199,9780008222413.0,2017-04-28,1302811,7583,329.4513618677043
200,9780008222710.0,2018-03-22,7630,70,783.72
201,9780008223465.0,2018-01-11,1279668,2496,575.0241935483871
202,9780008223557.0,2018-07-26,871583,2543,567.7460035523978
203,9780008225223.0,2019-03-07,287159,1203,615.4691011235955
204,9780008225223.0,2038-05-18,1269,1,1269.0
205,9780008225858.0,2018-07-26,8393,7,1142.972972972973
206,9780008226534.0,2018-01-12,73082,248,300.8591065292096
207,9780008226619.0,2017-08-18,2237861,5839,747.9549763033175
208,9780008227005.0,2017-11-01,265243,772,366.4656771799629
209,9780008228095.0,2017-02-07,707072,4710,280.0712136409228
210,9780008228101.0,2017-06-26,521310,2781,292.39933628318585
211,9780008228118.0,2017-10-06,410891,2089,288.21004566210047
212,9780008228156.0,2018-05-24,289437,1371,548.1516853932584
213,9780008229580.0,2017-11-30,57042,60,937.875
214,9780008229740.0,2017-11-02,562799,2467,253.37396121883657
215,9780008232597.0,2017-08-24,22002,50,740.0135135135135
216,9780008234133.0,2018-09-20,56792,87,376.020725388601
217,9780008235932.0,2018-11-15,1333543,2423,610.2724077328646
218,9780008235956.0,2019-05-16,1407292,3891,584.0752941176471
219,9780008235956.0,2019-05-30,29950,52,599.0
220,9780008235994.0,2019-10-31,681835,1133,595.710843373494
221,9780008236021.0,2020-05-28,87046,145,639.0297029702971
222,9780008236298.0,2017-11-02,319762,1577,212.16297262059973
223,9780008236731.0,2018-06-14,1425205,8994,306.99543378995435
224,9780008236762.0,2017-06-22,1177634,4640,318.60087719298247
225,9780008236793.0,2018-06-28,236413,799,560.0020876826723
226,9780008236878.0,2019-05-30,895345,2454,719.864168618267
227,9780008236878.0,2024-11-08,0,0,1199.0
228,9780008236953.0,1970-09-04,1077,3,359.0
229,9780008236953.0,2017-07-12,1339420,4146,328.93697478991595
230,9780008236960.0,2017-09-11,121842,1135,306.7615262321145
231,9780008236977.0,2017-11-22,0,0,502.125
232,9780008236984.0,2018-03-03,12857,43,299.0
233,9780008236984.0,2018-09-20,4141433,12077,355.06130790190736
234,9780008236991.0,2019-03-01,3947458,14658,484.3658536585366
235,9780008237981.0,2011-05-31,0,0,219.0
236,9780008237981.0,2017-09-22,879483,4130,230.44505494505495
237,9780008238643.0,2017-07-27,133002,64,1917.7830508474576
238,9780008238926.0,2018-06-04,1049299,5629,295.6350364963504
239,9780008238957.0,2017-11-30,4636704,23642,232.05359317904993
240,9780008238988.0,2018-05-03,10392894,40685,377.5680399500624
241,9780008239015.0,2018-11-29,4516295,13638,527.4368932038835
242,9780008239053.0,2018-09-25,1973162,3461,537.1198830409356
243,9780008239091.0,2013-09-05,0,0,299.0
244,9780008239091.0,2017-09-05,1928441,12892,245.39622641509433
245,9780008239107.0,2017-07-26,22621,45,481.64814814814815
246,9780008239114.0,2018-01-11,37374,260,277.83529411764704
247,9780008239121.0,2017-07-05,700141,3265,325.5423901940756
248,9780008239138.0,2017-10-23,655461,3746,386.6334894613583
249,9780008239176.0,2018-05-09,357557,1742,296.13524590163934
250,9780008239268.0,2017-12-14,7497,3,2499.0
251,9780008239268.0,2018-01-11,14994,6,2499.0
252,9780008239350.0,2017-05-08,1476638,10412,267.0514705882353
253,9780008240899.0,2017-08-22,290567,1271,312.5251533742331
254,9780008240912.0,2018-04-06,1198841,9348,212.79280575539568
255,9780008241018.0,2017-10-17,130114,1074,274.8057663125948
256,9780008241209.0,2018-03-09,447943,3569,291.0743550834598
257,9780008241742.0,2013-03-05,0,0,1401.0
258,9780008241742.0,2018-12-27,398415,338,844.1635687732341
259,9780008242756.0,2017-11-02,174886,72,2398.7755102040815
260,9780008242817.0,2017-12-28,1487836,1271,1119.625
261,9780008243999.0,2018-08-09,51285,58,835.6754966887418
262,9780008244026.0,2019-05-16,380033,682,957.1145510835913
263,9780008244101.0,2018-05-03,43409,106,380.99111111111114
264,9780008244279.0,2017-10-05,995,5,199.0
265,9780008244750.0,2017-07-27,0,0,1147.8157894736842
266,9780008244866.0,2017-10-13,172841,1054,319.234
267,9780008244866.0,2019-07-18,0,0,359.0
268,9780008244934.0,2017-07-21,691837,1922,344.0241837968561
269,9780008244941.0,2017-08-18,352753,1463,188.1356783919598
270,9780008244958.0,2017-09-27,304373,1420,169.11067708333334
271,9780008245214.0,2019-04-04,0,0,6.598214285714286
272,9780008245214.0,2019-06-06,54481,150,476.39784946236557
273,9780008245214.0,2019-07-11,0,0,30.391304347826086
274,9780008245214.0,2019-07-18,0,0,61.69565217391305
275,9780008245214.0,2019-07-25,0,0,51.83673469387755
276,9780008245320.0,2017-10-02,12022,92,275.319587628866
277,9780008245368.0,2019-01-24,0,0,1199.0
278,9780008245740.0,2018-05-31,1773910,1171,1464.8453292496172
279,9780008246044.0,2018-10-04,8994,6,593.85
280,9780008248352.0,2018-03-08,84042,34,2380.5652173913045
281,9780008248857.0,2017-07-13,423536,3031,245.456595264938
282,9780008248857.0,2017-07-20,0,0,299.0
283,9780008248871.0,2017-09-22,352360,1351,294.25885225885224
284,9780008248888.0,2017-11-03,629939,2988,304.0149597238205
285,9780008248963.0,2017-09-21,10307549,62686,333.0369230769231
286,9780008249649.0,2018-03-08,74160,57,1299.4814814814815
287,9780008252021.0,2017-09-07,2931866,4292,679.8379408960915
288,9780008252045.0,2017-08-24,44289,111,398.32394366197184
289,9780008252052.0,2017-08-31,38057,95,396.5652173913044
290,9780008252069.0,2017-09-07,27878,70,396.6171428571429
291,9780008252151.0,2018-07-26,1198928,8011,495.9918566775244
292,9780008252786.0,2017-08-02,400109,2750,326.50847457627117
293,9780008252861.0,2017-09-07,23976,12,1998.0
294,9780008253332.0,2017-11-16,397647,1326,409.1164705882353
295,9780008253387.0,2012-07-31,0,0,599.0
296,9780008253387.0,2018-02-19,718369,1206,585.317264573991
297,9780008253387.0,2018-03-11,0,0,599.0
298,9780008253400.0,2018-07-09,418386,961,551.1044568245126
299,9780008253448.0,2018-02-05,316849,1004,340.78985507246375
300,9780008253479.0,2017-09-07,141047,319,459.4063324538259
301,9780008253509.0,2018-04-05,4193,7,612.1875
302,9780008254384.0,2017-09-05,157975,277,1307.4021739130435
303,9780008254391.0,2017-08-25,67464,492,275.7609649122807
304,9780008254421.0,2018-06-04,4651471,24361,282.38125
305,9780008254964.0,2017-10-26,421280,199,1659.5294117647059
306,9780008257095.0,2017-11-02,3632692,4610,997.6697626418988
307,9780008257125.0,2017-07-17,1695201,8491,226.4349276974416
308,9780008257262.0,2017-10-05,6995,5,1399.0
309,9780008257309.0,2017-09-18,1426162,3312,556.7433628318585
310,9780008257309.0,2021-12-08,599,1,599.0
311,9780008257514.0,2017-07-07,839087,6151,273.84140969162996
312,9780008257521.0,2017-08-30,840438,5917,310.2292917166867
313,9780008257538.0,2017-10-04,562442,3719,381.7808988764045
314,9780008257637.0,2017-07-28,3253067,17248,280.21189189189187
315,9780008258115.0,2017-12-28,378474,1288,294.00357995226733
316,9780008258122.0,2018-02-22,299983,1012,288.1967005076142
317,9780008258139.0,2018-04-05,288843,976,291.5446756425949
318,9780008258146.0,2018-05-10,287729,974,296.128
319,9780008258160.0,2018-06-18,84536,141,596.5330739299611
320,9780008258238.0,2019-05-30,1297,3,608.7564102564103
321,9780008258238.0,2019-06-27,114003,716,598.4933333333333
322,9780008258238.0,2024-12-08,0,0,599.0
323,9780008258283.0,2017-09-29,649954,5138,267.8075
324,9780008258290.0,2018-01-09,730526,6130,248.01685393258427
325,9780008258320.0,2018-02-16,458177,3570,281.79492600422833
326,9780008258832.0,2018-03-08,3574679,26060,211.48936170212767
327,9780008258863.0,2018-10-18,2210267,10673,175.48516579406632
328,9780008258894.0,2019-03-07,2474870,11917,245.53911205073996
329,9780008259174.0,2017-07-19,27616,92,321.9235294117647
330,9780008259181.0,2017-11-05,25751,86,326.4577464788732
331,9780008259235.0,2018-02-09,14280,120,294.0238095238095
332,9780008259730.0,2018-02-01,3227189,15870,256.99142156862746
333,9780008259754.0,2018-05-25,2613124,12197,291.8010540184453
334,9780008259778.0,2018-09-06,2093269,9831,321.8452380952381
335,9780008259808.0,2018-01-22,703319,4259,201.73265895953756
336,9780008259877.0,2017-11-03,669673,3359,202.4025787965616
337,9780008259884.0,2018-01-05,523596,2795,200.10625909752548
338,9780008259891.0,2018-03-02,463961,2312,204.62924667651404
339,9780008260088.0,2018-10-04,82505,215,535.5629139072847
340,9780008260637.0,2017-10-13,0,0,254.72727272727272
341,9780008260651.0,2017-10-05,935312,3650,372.26058631921825
342,9780008260675.0,2009-02-13,1197,3,399.0
343,9780008260675.0,2018-05-17,385235,996,372.02255639097746
344,9780008261276.0,2017-07-21,51801,108,409.096926713948
345,9780008261306.0,2017-10-27,28532,171,430.234693877551
346,9780008261320.0,2017-07-21,1116245,8489,242.61740166865314
347,9780008262716.0,2017-08-23,109176,354,327.8244680851064
348,9780008262723.0,2018-04-06,121386,564,274.45960502693
349,9780008262730.0,2018-07-08,48740,376,521.6789215686274
350,9780008262914.0,2018-04-19,154864,154,876.4444444444445
351,9780008262938.0,2018-03-08,27724,203,603.566037735849
352,9780008263096.0,2018-11-15,29970,21,1831.5
353,9780008263096.0,2019-02-07,572800,433,1443.1283950617285
354,9780008263140.0,2014-05-06,0,0,659.0
355,9780008263140.0,2017-10-24,293847,1653,510.09273570324575
356,9780008263720.0,2017-10-08,3867360,17204,375.62094240837695
357,9780008263744.0,2018-03-08,2447409,16895,173.04772475027747
358,9780008263751.0,2017-10-19,114567,438,298.0408719346049
359,9780008264024.0,2017-08-24,2584368,26295,146.17787913340936
360,9780008264024.0,2023-01-29,396,4,99.0
361,9780008264291.0,2018-05-31,8659,7,1301.013888888889
362,9780008265199.0,2018-06-28,287794,253,1316.2261306532664
363,9780008266479.0,2019-06-04,264921,404,635.4545454545455
364,9780008267452.0,2017-11-21,872195,2154,783.2875816993464
365,9780008267650.0,2017-11-02,35964,18,2010.2424242424242
366,9780008269234.0,2019-02-21,359691,2024,268.01169590643275
367,9780008269234.0,2019-03-07,0,0,24.96923076923077
368,9780008270315.0,2017-07-18,187983,579,486.48294434470375
369,9780008270322.0,2018-01-30,446856,3781,387.556462585034
370,9780008270896.0,2019-02-21,141151,239,574.0917874396135
371,9780008270995.0,2017-09-07,57303,437,44.547892720306514
372,9780008270995.0,2017-09-12,463244,819,529.5117241379311
373,9780008271053.0,2018-10-18,259942,2063,376.6231884057971
374,9780008271169.0,2017-08-09,164418,807,321.11560693641616
375,9780008271282.0,2017-08-18,510106,4456,301.3634945397816
376,9780008271527.0,2017-11-03,589064,4575,223.57553956834533
377,9780008271541.0,2017-08-25,13605,105,171.40963855421685
378,9780008271558.0,2017-10-27,153203,399,579.2313575525812
379,9780008271572.0,2018-03-02,380025,2595,290.12636505460216
380,9780008271589.0,2017-11-08,785274,5306,292.6927083333333
381,9780008271596.0,2018-04-11,14421079,81354,257.0248175182482
382,9780008271695.0,2017-09-14,1868339,11141,262.1324503311258
383,9780008272227.0,2018-05-31,1806048,3030,570.6674698795181
384,9780008272746.0,2017-12-01,288072,2638,196.06493506493507
385,9780008272753.0,2017-12-01,39022,258,173.19463087248323
386,9780008273095.0,2017-09-12,6293,7,899.0
387,9780008273354.0,2017-11-01,56144,282,200.95183044315993
388,9780008273361.0,2017-12-01,45891,231,202.86567164179104
389,9780008273514.0,2018-05-31,34545,125,270.4895104895105
390,9780008274573.0,2017-09-15,54763,215,306.19701492537314
391,9780008274580.0,2018-04-02,22395,157,252.89967637540454
392,9780008274771.0,2018-01-01,0,0,1199.0
393,9780008274771.0,2018-01-09,677326,639,1099.76289791438
394,9780008275068.0,2018-06-28,6002627,31722,340.3201133144476
395,9780008275181.0,2018-08-23,1017120,1805,515.8293029871977
396,9780008275228.0,2019-04-18,815947,2652,381.43523316062175
397,9780008275266.0,2019-12-12,22738,25,816.5294117647059
398,9780008275266.0,2020-02-06,159592,253,653.3785310734463
399,9780008275495.0,2017-11-30,1496257,9657,258.1156626506024
400,9780008275655.0,2018-02-14,348636,2021,322.9505154639175
401,9780008275907.0,2018-02-22,4784,16,301.7317073170732
402,9780008275914.0,2018-02-15,4784,16,301.2260869565217
403,9780008275921.0,2018-02-08,6695,21,297.75471698113205
404,9780008275938.0,2018-02-22,3968474,9187,528.4049382716049
405,9780008276430.0,2017-08-22,514543,3920,220.1024096385542
406,9780008276591.0,2018-10-18,1647631,1635,1197.703642384106
407,9780008277024.0,2017-12-14,24590,150,293.1858407079646
408,9780008277864.0,2018-05-05,838820,6857,264.7532981530343
409,9780008277871.0,2019-03-15,345018,2209,482.86854460093895
410,9780008278182.0,2017-10-05,66430,333,627.1390728476821
411,9780008278649.0,2018-02-23,485743,3185,249.44962686567163
412,9780008278663.0,2018-06-15,192315,1388,222.3038674033149
413,9780008278977.0,2018-03-22,3677,11,282.84375
414,9780008279462.0,2018-04-27,210921,2029,214.15873015873015
415,9780008279561.0,2018-01-26,74273,556,253.51565762004176
416,9780008279585.0,2018-07-13,487001,1646,302.0066225165563
417,9780008280024.0,2018-09-07,24665,165,197.99607843137255
418,9780008280192.0,2018-03-08,0,0,399.0
419,9780008280246.0,2018-04-06,1189544,10504,206.5399698340875
420,9780008281137.0,2018-05-17,709697,4594,875.0770975056689
421,9780008281168.0,2018-03-02,6843,59,206.58139534883722
422,9780008281267.0,2018-08-17,3184,16,198.3021582733813
423,9780008281281.0,2018-10-05,1400,14,100.61386138613861
424,9780008281281.0,2018-10-19,2449,14,187.9672131147541
425,9780008281298.0,2018-10-04,0,0,204.225
426,9780008281298.0,2018-12-13,600,3,263.2307692307692
427,9780008281328.0,2018-02-22,513449,2904,302.6189735614308
428,9780008281335.0,2018-07-04,699516,2845,294.45324881141045
429,9780008281342.0,2018-11-01,19650,78,239.68211920529802
430,9780008281342.0,2018-11-08,429180,2255,313.26868686868687
431,9780008281359.0,2017-12-06,76160,157,494.0815709969788
432,9780008281366.0,2018-04-02,95490,402,228.7704918032787
433,9780008281380.0,2018-08-23,226812,205,1262.0401459854015
434,9780008281427.0,2018-02-07,600956,3713,287.13962765957444
435,9780008281441.0,2018-10-02,2885,15,281.35135135135135
436,9780008281816.0,2018-05-28,268284,1645,536.8333333333334
437,9780008281854.0,2019-06-13,125332,898,493.3302752293578
438,9780008282141.0,2018-01-12,1598827,7336,242.78439153439155
439,9780008282158.0,2008-12-30,359,1,359.0
440,9780008282158.0,2018-09-09,609174,4044,335.02090592334497
441,9780008282639.0,2017-12-01,64667,247,306.0604719764012
442,9780008282967.0,2019-11-11,1333224,3683,364.635593220339
443,9780008282998.0,2018-10-18,96839,109,974.4915824915824
444,9780008283018.0,2018-11-15,20347,16,891.3230769230769
445,9780008283247.0,2018-07-26,19736,146,163.2233009708738
446,9780008283919.0,2018-03-18,8849,32,324.7659574468085
447,9780008284497.0,2018-01-03,45290,252,274.6245733788396
448,9780008284503.0,2018-11-02,1599,3,554.8513513513514
449,9780008284503.0,2018-11-05,21585,102,396.05555555555554
450,9780008284503.0,2018-11-09,0,0,599.0
451,9780008284510.0,2018-06-05,404384,2727,304.5040783034258
452,9780008284527.0,2019-02-21,37291,55,687.9738219895288
453,9780008284527.0,2019-03-21,699,1,644.8235294117648
454,9780008285005.0,2019-01-24,241624,798,478.96190476190475
455,9780008285104.0,1970-03-16,0,0,299.0
456,9780008285104.0,2018-03-16,1004737,1689,278.5925925925926
457,9780008285128.0,2018-03-09,14293,107,190.4537037037037
458,9780008285135.0,2018-06-22,2786,14,201.34375
459,9780008285142.0,2018-09-14,2890,19,175.3037037037037
460,9780008285654.0,2018-05-11,416407,1689,365.5019607843137
461,9780008285982.0,2017-12-15,6053297,54387,154.47521160822248
462,9780008285999.0,2015-01-23,0,0,299.0
463,9780008285999.0,2018-05-31,591193,3716,288.23413258110014
464,9780008286064.0,2018-08-10,443893,2306,298.3065326633166
465,9780008286668.0,2018-10-18,323262,494,873.4086538461538
466,9780008286699.0,2019-05-16,249181,362,760.5790884718499
