,isbn13,datepublished,totalrevenue,totalunits,price
21272,9781466828230.0,2018-04-17,404222,164,2327.8267045454545
21273,9781466828803.0,2018-03-06,408185,598,845.851030110935
21274,9781466829244.0,2001-11-10,37425,47,755.0769230769231
21275,9781466831902.0,2003-04-10,1576483,2092,768.2288218111003
21276,9781466831926.0,2006-12-26,6392,8,799.0
21277,9781466833913.0,1997-01-15,69168,91,793.5783972125436
21278,9781466834385.0,2019-05-07,3933554,2646,1501.8516949152543
21279,9781466835177.0,2018-01-09,6292990,5494,1297.3590534979423
21280,9781466837584.0,2018-05-08,14990,10,1503.0331125827815
21281,9781466838901.0,2004-08-25,7990,10,781.7677419354839
21282,9781466842298.0,2017-06-29,0,2,0.0
21283,9781466842298.0,2017-10-24,891295,649,1254.5498652291105
21284,9781466842472.0,2017-10-24,49665,35,1286.7058823529412
21285,9781466844117.0,2018-04-24,1125751,784,1493.7885350318472
21286,9781466846388.0,2017-10-17,1133747,1156,926.0970873786408
21287,9781466847422.0,2018-07-03,4323507,3189,1288.5420560747664
21288,9781466850231.0,2017-10-03,754741,762,972.8805104408352
21289,9781466851108.0,2017-12-26,0,0,1136.0
21290,9781466853768.0,2016-09-19,0,0,1201.0
21291,9781466853768.0,2017-07-18,69930,71,980.1390728476821
21292,9781466853775.0,2018-09-18,124372,126,972.6144578313254
21293,9781466853911.0,2018-09-11,4844,4,998.0666666666667
21294,9781466854628.0,2018-08-14,44955,47,1005.875
21295,9781466854901.0,2013-10-02,500,2,286.46153846153845
21296,9781466856943.0,2019-08-20,800765,571,1418.2626506024096
21297,9781466856943.0,2019-08-27,0,0,1499.0
21298,9781466858480.0,2018-02-20,22829,16,1433.7203389830509
21299,9781466858763.0,2016-04-28,999,1,999.0
21300,9781466858763.0,2017-12-19,4373893,3340,1211.6670030272453
21301,9781466859135.0,2015-02-10,8991,9,969.439393939394
21302,9781466859814.0,2018-03-20,1535981,1167,1356.7388362652232
21303,9781466860568.0,2013-12-17,171769,177,974.03003003003
21304,9781466860629.0,2019-07-09,967048,1168,985.7061855670103
21305,9781466860797.0,2020-03-10,87698,59,1621.1685393258426
21306,9781466861169.0,2017-07-25,857255,935,1079.2235872235872
21307,9781466861206.0,2017-10-03,12953376,11080,999.5304182509506
21308,9781466861244.0,2018-07-03,20412377,26259,977.4964953271028
21309,9781466861619.0,2017-12-05,95229,54,1765.352380952381
21310,9781466861688.0,2018-05-29,798790,706,1600.4153354632588
21311,9781466861688.0,2018-11-22,6792,4,1698.0
21312,9781466862715.0,2020-03-24,10353,13,1457.8701298701299
21313,9781466863248.0,2017-08-08,47160,47,1003.9047619047619
21314,9781466865280.0,2018-12-11,234207,163,1388.6720430107528
21315,9781466865600.0,2017-10-31,1667599,2552,767.0472972972973
21316,9781466865693.0,2017-09-05,3915842,3546,1074.2941176470588
21317,9781466865723.0,2019-05-28,1472180,1041,1405.6286836935167
21318,9781466865730.0,2016-10-01,1971,9,219.0
21319,9781466865730.0,2018-08-07,675792,661,1597.7347294938918
21320,9781466866669.0,2017-11-14,3447840,2557,1363.3024691358025
21321,9781466867161.0,2017-07-25,68045,55,1249.2371794871794
21322,9781466867345.0,2019-01-08,105994,106,1000.0989010989011
21323,9781466867345.0,2019-02-12,3398082,4310,909.8129770992366
21324,9781466867970.0,2018-04-10,1612015,1124,1353.625649913345
21325,9781466868595.0,2017-11-14,6529469,6651,976.616570327553
21326,9781466868595.0,2019-10-28,0,0,999.0
21327,9781466869318.0,2016-08-30,916316,948,968.3326673326674
21328,9781466869325.0,2017-12-26,1265646,867,1438.864835164835
21329,9781466871090.0,2017-09-12,122905,93,1338.1146788990825
21330,9781466871137.0,2019-02-12,10296285,9880,1361.0125673249552
21331,9781466871144.0,2018-03-13,23783,17,1388.5111111111112
21332,9781466871328.0,2018-09-18,1830863,1391,1288.8086419753085
21333,9781466871595.0,2017-11-07,120806,92,1344.8387096774193
21334,9781466871915.0,2018-01-16,403355,446,991.2404870624049
21335,9781466872073.0,2017-10-10,2043028,1491,1322.4655913978495
21336,9781466872080.0,2019-05-28,749140,502,1462.5753138075313
21337,9781466872240.0,2019-01-08,153183,108,1469.6827586206896
21338,9781466872431.0,2017-12-12,13189,11,1199.0
21339,9781466873377.0,2018-04-03,342550,249,1377.7683982683982
21340,9781466874145.0,2018-01-09,36119,61,580.797619047619
21341,9781466874602.0,2017-11-21,2530891,2047,1140.145598194131
21342,9781466874695.0,2019-12-10,3074969,2542,1492.8877005347595
21343,9781466874794.0,2017-10-24,9765380,8446,1067.0254154447703
21344,9781466874916.0,2017-07-25,19637523,20002,969.3074739829707
21345,9781466875135.0,2018-10-30,7550988,6060,1383.9780361757105
21346,9781466875142.0,2020-06-09,568282,367,1492.4193548387098
21347,9781466875876.0,2019-02-05,732707,545,1514.7
21348,9781466875913.0,2014-07-15,435473,549,783.0135135135135
21349,9781466876217.0,2017-08-15,0,0,805.6666666666666
21350,9781466876316.0,2018-07-01,0,0,999.0
21351,9781466876316.0,2018-07-10,28664,48,830.4814814814815
21352,9781466876538.0,2018-11-20,5442476,3831,1326.5824053452116
21353,9781466877719.0,2018-01-09,6760545,11343,824.7974193548387
21354,9781466877962.0,2018-08-07,229932,162,1495.5106382978724
21355,9781466878044.0,2017-08-08,983461,750,1346.562937062937
21356,9781466879898.0,2017-11-21,1204515,902,1393.9669565217391
21357,9781466879904.0,2018-10-23,330303,237,1346.3079019073568
21358,9781466879911.0,2019-10-22,302859,209,1432.403314917127
21359,9781466881563.0,2017-10-24,1260230,843,1475.9605855855855
21360,9781466882188.0,2017-07-25,1889411,1421,1367.9067245119306
21361,9781466882812.0,2017-12-26,1226781,819,1502.1646655231561
21362,9781466883130.0,2018-04-24,4943102,4600,1096.0498839907193
21363,9781466883444.0,2017-08-01,2922547,6026,770.2861386138613
21364,9781466883451.0,2018-07-31,1267759,1620,773.0882740447958
21365,9781466884021.0,2017-08-29,2875527,2041,1245.2340425531916
21366,9781466884038.0,2019-05-21,1803469,1156,1522.9046511627907
21367,9781466884038.0,2019-07-23,0,0,1499.0
21368,9781466884045.0,2018-07-10,85159,57,1466.0633333333333
21369,9781466884106.0,2013-04-09,19487,13,1499.0
21370,9781466884106.0,2018-10-02,1199514,810,1474.5510204081634
21371,9781466884106.0,2018-10-16,15536556,11861,1354.1284916201118
21372,9781466884113.0,2019-10-22,6442708,4373,1481.179640718563
21373,9781466884441.0,2017-12-05,8593,7,1174.0
21374,9781466884656.0,2016-06-14,859553,843,998.5825688073395
21375,9781466884847.0,2018-04-17,439893,353,1215.0747663551401
21376,9781466885042.0,2017-09-05,11386054,13447,1056.1598086124402
21377,9781466885059.0,2019-09-03,11345825,7620,1488.2476697736352
21378,9781466885493.0,2018-02-27,124004,147,772.7482352941176
21379,9781466885974.0,2017-09-26,733968,438,1716.7651612903226
21380,9781466886643.0,2017-09-19,6996,7,999.1
21381,9781466886933.0,2018-04-03,1507890,1794,1207.2096317280452
21382,9781466887695.0,2017-08-08,145578,113,1347.6953642384105
21383,9781466888012.0,2017-10-03,7922305,10673,764.9961240310078
21384,9781466888029.0,2018-08-28,7295560,9232,776.9684931506849
21385,9781466888036.0,2019-08-27,4446099,5686,761.0868347338935
21386,9781466888104.0,2017-11-07,1728684,1361,1321.1976744186047
21387,9781466889255.0,2017-12-05,28814,36,799.5259259259259
21388,9781466889408.0,2017-10-31,2436759,3305,782.6420233463035
21389,9781466889507.0,2017-07-18,254997,205,1186.632218844985
21390,9781466889514.0,2018-07-31,106853,83,1345.1321585903083
21391,9781466889774.0,2018-11-06,1130663,661,1707.0599369085173
21392,9781466890152.0,2017-12-05,13432,28,580.8367346938776
21393,9781466890237.0,2018-05-01,372092,251,1481.1509433962265
21394,9781466890299.0,2017-10-03,4707410,3791,1151.351219512195
21395,9781466890831.0,2017-08-08,685742,522,1357.398181818182
21396,9781466890848.0,2014-05-21,0,0,999.0
21397,9781466890848.0,2018-01-30,2400466,2746,945.8048268625394
21398,9781466890855.0,1970-01-15,0,0,999.0
21399,9781466890855.0,2019-01-15,313257,357,979.1064301552107
21400,9781466890978.0,2018-01-30,444040,1587,289.8267716535433
21401,9781466890978.0,2025-08-16,0,0,299.0
21402,9781466891395.0,2013-06-03,799,1,799.0
21403,9781466891395.0,2017-08-01,1267859,1606,785.8555667001003
21404,9781466891456.0,1996-01-02,0,0,1399.0
21405,9781466891456.0,2017-07-11,3241830,2473,1324.5130522088352
21406,9781466891562.0,2018-04-10,1078291,898,1462.4035433070867
21407,9781466891807.0,2018-05-15,2572779,3206,1101.8969465648854
21408,9781466891807.0,2023-11-08,2697,3,899.0
21409,9781466891814.0,2019-02-26,1786545,1496,1409.9257142857143
21410,9781466891821.0,2020-07-14,141939,97,1494.2
21411,9781466892088.0,2018-05-08,1356067,906,1458.9467741935484
21412,9781466892170.0,2017-08-29,0,1,0.0
21413,9781466892200.0,2018-04-10,20176,24,1009.0
21414,9781466892552.0,2018-04-10,1267461,1082,1202.474852071006
21415,9781466893139.0,2017-12-12,460621,308,1489.8891625615763
21416,9781466894136.0,2015-06-23,9523,19,440.70462633451956
21417,9781466894440.0,2015-09-08,346784,788,453.408256880734
21418,9781466894655.0,2015-09-08,172105,392,435.9468085106383
21419,9781466894914.0,2015-10-20,98092,125,783.0060422960725
21420,9781466895850.0,2016-05-03,19927,24,789.25
21421,9781466896352.0,2016-09-06,37762,37,1017.8992805755396
21422,9781466896925.0,2017-04-04,169749,178,922.8690095846646
21423,9781466897182.0,2017-06-27,2188,2,1072.1
21424,9781466897212.0,2017-06-15,0,0,922.0
21425,9781466897212.0,2017-06-27,115727,122,913.3426183844011
21426,9781466897281.0,2017-09-05,353727,366,937.3314732142857
21427,9781466897342.0,2017-09-05,129839,106,1112.5714285714287
21428,9781466897441.0,2017-10-10,29862,30,999.4302325581396
21429,9781466897601.0,2017-11-21,22515,21,1075.25
21430,9781466897601.0,2023-05-04,0,0,999.0
21431,9781466897632.0,2017-12-26,9518,10,876.125
21432,9781466897854.0,2018-02-06,107992,108,1010.5429769392033
21433,9781466897885.0,2018-02-06,963633,958,1004.6819371727748
21434,9781466897946.0,2018-02-13,4995,5,999.9428571428572
21435,9781466898035.0,2018-04-10,41423,41,1018.6063157894737
21436,9781466898035.0,2018-06-10,0,0,999.0
21437,9781466898189.0,2018-05-01,329723,358,905.0473186119874
21438,9781466898233.0,2018-06-12,5994,6,1012.2071428571429
21439,9781466898257.0,2018-05-22,11988,12,999.0
21440,9781466898295.0,2018-06-05,7974,8,989.8117647058823
21441,9781466898318.0,2018-06-12,8042,8,1018.7480620155038
21442,9781466898721.0,2018-08-28,162873,162,1018.9886578449906
21443,9781466898745.0,2018-09-11,3568002,3646,966.3183673469388
21444,9781466898912.0,2019-01-08,10491,24,427.89940828402365
21445,9781466899353.0,2011-07-20,0,0,999.0
21446,9781466899353.0,2019-06-04,102365,95,1035.6764705882354
21447,9781466899438.0,2019-07-09,4698,11,425.6844919786096
21448,9781466899810.0,2019-09-03,45981,82,556.5153374233129
21449,9781466899858.0,2019-09-10,13755,30,438.0857142857143
21450,9781468300093.0,2019-05-15,0,0,885.2
21451,9781468301908.0,2019-05-15,0,0,1810.8
21452,9781468304138.0,2019-09-13,0,0,1555.0
21453,9781468305517.0,2019-05-15,2920,2,1461.5555555555557
21454,9781468305654.0,2019-05-15,97317,133,1007.6756756756756
21455,9781468307177.0,2019-05-15,37356,22,1723.6153846153845
21456,9781468308440.0,2019-09-13,0,0,1787.0
21457,9781468310344.0,2019-05-15,27910,44,1139.7272727272727
21458,9781468315929.0,2017-11-14,192820,148,1306.6037735849056
21459,9781468316490.0,2019-05-15,0,0,1368.4
21460,9781469621258.0,2015-05-06,196198,184,1129.2768166089966
21461,9781469633671.0,2017-09-05,312633,278,1061.638629283489
21462,9781469635873.0,2017-10-17,1539919,916,1611.5535714285713
21463,9781469636696.0,2018-08-06,67450,33,1956.0657276995305
21464,9781469636696.0,2018-09-10,8594,4,2261.2266666666665
21465,9781469638584.0,2018-04-17,995241,490,2148.713128038898
21466,9781469638584.0,2018-04-20,0,0,1923.0
21467,9781469638614.0,2018-02-02,296611,209,1207.1041666666667
21468,9781469638843.0,2018-03-19,129979,83,1594.0708661417323
21469,9781469643106.0,2018-11-02,549109,302,1767.5286103542235
21470,9781469643106.0,2018-11-19,41985,15,2790.4566929133857
21471,9781469643106.0,2018-12-06,0,0,2817.0
21472,9781469643632.0,2018-10-26,266922,156,1692.7464788732395
21473,9781469643632.0,2018-10-31,0,0,1539.0
21474,9781469646619.0,2018-11-12,672538,606,1050.0911602209944
21475,9781469646619.0,2019-02-01,0,0,1399.0
21476,9781469647074.0,2018-10-29,128454,74,1776.2868217054263
21477,9781469647074.0,2018-11-12,1998,1,1919.7016129032259
21478,9781469647104.0,2018-08-06,129920,68,1928.4056603773586
21479,9781469647104.0,2018-09-24,5994,3,1954.8133333333333
21480,9781469647159.0,2018-09-25,661222,421,1467.9093264248704
21481,9781469647159.0,2018-11-12,11495,5,2258.2926829268295
21482,9781469649573.0,2019-02-05,142856,78,1965.1359223300972
21483,9781469649573.0,2019-03-18,0,0,2199.0
21484,9781469653457.0,2019-12-09,4598,3,2239.8035714285716
21485,9781469653457.0,2019-12-18,29346,17,1907.5428571428572
21486,9781469653457.0,2020-02-17,0,0,2252.4117647058824
21487,9781469654102.0,2019-08-09,84349,48,1650.7798742138364
21488,9781469654102.0,2019-09-16,17180,10,1779.9278350515465
21489,9781470084929.0,2014-01-05,211662,540,392.332285115304
21490,9781470084929.0,2019-07-10,0,0,399.0
21491,9781471100628.0,2014-01-30,0,0,999.0
21492,9781471101205.0,2014-01-02,2997,3,961.9230769230769
21493,9781471113406.0,2019-08-17,0,0,299.0
21494,9781471118982.0,2015-03-26,6111,9,700.4285714285714
21495,9781471122224.0,2015-07-02,0,0,699.0
21496,9781471127809.0,2015-09-10,899,1,899.0
21497,9781471134531.0,2017-03-09,6594,6,1099.0
21498,9781471134555.0,2019-02-21,31107,36,768.479674796748
21499,9781471141010.0,2017-08-10,154841,181,713.9307692307692
21500,9781471141423.0,2018-03-08,0,8,10.052631578947368
21501,9781471143618.0,2017-08-24,20179,21,867.1866666666666
21502,9781471146275.0,2018-12-04,9405,10,966.4444444444445
21503,9781471147302.0,2017-07-13,11670,13,808.2121212121212
21504,9781471149955.0,2015-07-16,33488,101,583.3780487804878
21505,9781471150098.0,2016-06-02,2495,5,495.62666666666667
21506,9781471151088.0,2016-06-02,5495,5,1099.0
21507,9781471153037.0,2017-02-09,0,0,526.3064516129032
21508,9781471153228.0,2017-11-16,0,0,749.0
21509,9781471153549.0,2019-05-02,17948,26,726.015625
21510,9781471153785.0,2016-10-06,70739,65,1174.8095238095239
21511,9781471153785.0,2033-03-22,0,0,1299.0
21512,9781471154096.0,2017-03-09,281488,232,1079.8060606060606
21513,9781471154867.0,2018-07-24,0,4,802.3
21514,9781471154867.0,2018-08-02,0,2,0.0
21515,9781471154959.0,2017-03-09,0,0,999.0
21516,9781471155048.0,2018-06-28,145745,117,1203.6906779661017
21517,9781471155604.0,2017-11-02,4566722,5134,774.2044491525423
21518,9781471156649.0,2019-10-17,10493,7,1432.9
21519,9781471157189.0,2016-12-01,0,0,1032.3333333333333
21520,9781471157219.0,2017-07-06,0,0,590.0
21521,9781471158179.0,2018-06-14,10493,7,1499.0
21522,9781471158902.0,2017-04-20,481941,2314,658.4974704890387
21523,9781471159442.0,2016-11-03,54204,72,926.9909090909091
21524,9781471159626.0,2017-11-16,4995,5,721.2142857142857
21525,9781471159817.0,2016-11-03,22184,24,862.3333333333334
21526,9781471160011.0,2016-11-28,44056,86,772.848717948718
21527,9781471161780.0,2018-02-22,948978,1321,753.9290865384615
21528,9781471161858.0,2017-07-27,0,0,1346.0
21529,9781471161926.0,2018-11-15,331271,404,788.2561797752809
21530,9781471162114.0,2020-03-03,5116,44,9.861660079051383
21531,9781471162114.0,2020-09-01,0,0,0.0
21532,9781471162374.0,2016-11-03,1680570,1514,1063.1716779825413
21533,9781471162572.0,2019-09-05,0,0,0.0
21534,9781471162909.0,2017-08-10,10774,35,857.0434782608696
21535,9781471163159.0,2016-12-29,296163,1786,913.4654788418708
21536,9781471163845.0,2018-02-22,0,0,758.0
21537,9781471163869.0,2018-10-18,1998,2,999.0
21538,9781471164866.0,2017-10-05,56997,59,923.2774869109948
21539,9781471164880.0,2018-05-31,27372,29,870.5519480519481
21540,9781471165054.0,2019-07-25,0,1,0.0
21541,9781471165054.0,2020-02-06,1551,7,396.0
21542,9781471165054.0,2020-04-02,536,1,561.1666666666666
21543,9781471165344.0,2018-01-25,2198,2,1099.0
21544,9781471165412.0,2018-01-25,0,39,3.968
21545,9781471165788.0,2018-03-08,297741,336,859.5219298245614
21546,9781471165948.0,2018-08-23,429238,440,868.1528150134048
21547,9781471166532.0,2017-10-31,126659,96,1224.5352112676057
21548,9781471166723.0,2017-09-21,0,0,852.012987012987
21549,9781471166754.0,2017-12-28,999,1,871.4444444444445
21550,9781471166839.0,2018-10-18,36360,22,1583.58407079646
21551,9781471167089.0,2018-09-06,0,0,1223.0
21552,9781471167768.0,2017-10-19,21438,716,97.89308176100629
21553,9781471168390.0,2018-04-19,2285349,2405,875.8793969849246
21554,9781471168413.0,2019-12-26,18981,19,962.7156862745098
21555,9781471168949.0,2018-05-03,0,0,1399.0
21556,9781471169977.0,2020-01-07,0,1,779.4857142857143
21557,9781471170300.0,2018-12-27,37179,44,942.75
21558,9781471170324.0,2019-08-08,0,0,999.0
21559,9781471170911.0,2019-01-10,6558,6,1070.3529411764705
21560,9781471171260.0,1970-03-07,1099,1,1099.0
21561,9781471171260.0,2019-03-07,452578,489,870.3867924528302
21562,9781471171482.0,2018-09-21,23579,23,927.5526315789474
21563,9781471171550.0,2018-11-01,0,0,853.5
21564,9781471171734.0,2019-06-27,999,1,794.5
21565,9781471171987.0,2017-11-13,129535,1313,97.78562091503268
21566,9781471172007.0,2018-03-05,90121,910,99.73352033660589
21567,9781471172007.0,2023-09-07,0,0,99.0
21568,9781471172014.0,2018-05-01,73153,744,99.37151248164464
21569,9781471172212.0,2017-11-16,140798,475,290.6871794871795
21570,9781471172243.0,2019-06-27,0,0,999.0
21571,9781471172298.0,2016-05-10,0,0,1499.0
21572,9781471172298.0,2018-09-06,3946426,2781,1420.0892351274788
21573,9781471172335.0,2019-07-01,1578330,1094,1457.2
21574,9781471172335.0,2019-08-22,215646,154,1380.5942028985507
21575,9781471174377.0,2018-03-13,0,0,999.0
21576,9781471174377.0,2018-11-01,47002,49,843.21
21577,9781471174391.0,2019-05-30,63573,86,710.28
21578,9781471178948.0,2019-10-17,11843,7,1696.5977653631285
21579,9781471179495.0,2020-05-14,0,0,771.0
21580,9781471179709.0,2019-10-01,141763,118,1121.7083333333333
21581,9781471179952.0,2018-09-06,5445,69,89.1
21582,9781471179952.0,2018-10-25,48326,489,99.8360655737705
21583,9781471180019.0,2018-11-08,7227,73,99.0
21584,9781471180019.0,2018-11-29,30090,316,99.73809523809524
21585,9781471180026.0,2019-01-10,9900,106,91.38461538461539
21586,9781471180026.0,2019-02-07,7484,74,104.0
21587,9781471180026.0,2019-02-28,15487,156,98.43003412969283
21588,9781471180033.0,2019-03-07,99,1,99.0
21589,9781471180033.0,2019-04-18,21027,223,99.24025974025975
21590,9781471180781.0,2019-07-23,999,1,757.3333333333334
21591,9781471181177.0,2018-08-23,0,0,70.33333333333333
21592,9781471184994.0,2019-02-28,2079,16,120.91428571428571
21593,9781471185694.0,2019-10-03,96484,102,808.2777777777778
21594,9781471185717.0,2020-04-30,16239,18,884.2127659574468
21595,9781471186219.0,2020-02-20,0,0,126.5
21596,9781471188992.0,2020-01-23,9851,68,138.7
21597,9781471189005.0,2020-04-16,1852,13,152.0
21598,9781471190384.0,2020-04-30,0,0,999.0
21599,9781471190667.0,2019-08-22,31033,35,858.5301204819277
21600,9781471406683.0,2017-10-05,473589,963,312.85647425897037
21601,9781471406874.0,2018-05-17,1808,3,86.6
21602,9781471406935.0,2018-03-08,48323,79,601.7063829787234
21603,9781471912474.0,2014-10-14,88756,177,398.87888198757764
21604,9781471918766.0,2015-09-14,1094,6,163.3913043478261
21605,9781472054807.0,2014-02-26,572405,4657,120.85646387832699
21606,9781472090966.0,2014-02-14,802357,2856,394.58902791145334
21607,9781472104564.0,2019-04-04,6993,7,934.2085889570552
21608,9781472104564.0,2019-07-11,7192,8,904.7651006711409
21609,9781472104564.0,2019-07-25,0,0,899.0
21610,9781472104564.0,2019-08-01,35960,44,876.7891156462586
21611,9781472110527.0,2013-10-08,0,0,399.0
21612,9781472110527.0,2015-09-03,43794,118,312.121568627451
21613,9781472116451.0,2016-04-07,0,0,599.0
21614,9781472116475.0,2015-10-01,0,0,299.5
21615,9781472120618.0,2015-11-05,0,0,399.0
21616,9781472122049.0,2016-05-05,0,0,399.0
21617,9781472123466.0,2017-09-14,73876,134,480.9207920792079
21618,9781472123855.0,2018-01-04,299,1,234.17391304347825
21619,9781472123985.0,2017-03-02,399,1,253.9090909090909
21620,9781472123992.0,2018-04-12,399,1,399.0
21621,9781472124227.0,2018-11-29,0,0,399.0
21622,9781472124333.0,2017-05-11,1199057,2430,447.9591836734694
21623,9781472124937.0,2018-06-07,0,0,99.0
21624,9781472125217.0,2017-06-01,1225104,2832,472.623820754717
21625,9781472125231.0,2018-06-07,630254,1541,410.7546583850932
21626,9781472125255.0,2019-06-27,484661,987,490.77384196185284
21627,9781472125262.0,2016-06-23,0,0,799.0
21628,9781472125590.0,2017-03-02,0,0,319.2
21629,9781472126191.0,2019-05-09,0,2,32.333333333333336
21630,9781472126191.0,2019-05-16,26168,36,703.0891089108911
21631,9781472127075.0,2017-10-26,6790,17,637.5384615384615
21632,9781472127341.0,2017-10-12,22582,32,776.1333333333333
21633,9781472127754.0,2018-10-11,467676,1293,422.62983425414365
21634,9781472127846.0,2018-08-23,18981,19,999.0
21635,9781472128485.0,2018-11-01,22550,99,262.38582677165357
21636,9781472128515.0,2019-11-21,45524,96,416.3098591549296
21637,9781472129529.0,2018-08-02,11687,13,899.0
21638,9781472129727.0,2019-04-04,2995,5,479.2
21639,9781472130075.0,2019-05-09,3594,6,599.0
21640,9781472130839.0,2019-03-07,2246967,2906,727.2608695652174
21641,9781472136473.0,2016-11-03,34729,71,456.18367346938777
21642,9781472136541.0,2015-05-21,1197,3,399.0
21643,9781472136701.0,2017-04-13,31175,91,345.487106017192
21644,9781472136701.0,2072-04-11,0,0,399.0
21645,9781472137548.0,2017-05-02,32654,52,646.55
21646,9781472137920.0,2017-08-17,17370,30,575.9230769230769
21647,9781472138057.0,2017-01-26,0,3,328.51724137931035
21648,9781472138453.0,2016-09-15,22231,73,508.19095477386935
21649,9781472139054.0,2017-07-20,0,0,399.0
21650,9781472139160.0,2017-10-19,0,0,699.0
21651,9781472139443.0,2017-09-07,0,0,599.0
21652,9781472139542.0,2017-04-06,344,1,317.3333333333333
21653,9781472139566.0,2017-10-19,0,0,899.0
21654,9781472140043.0,2017-12-14,0,0,399.5
21655,9781472141279.0,2018-10-18,3293,7,783.2105263157895
21656,9781472142191.0,2018-09-06,53802,100,868.2162162162163
21657,9781472143044.0,2019-04-18,16776,24,695.7852348993289
21658,9781472143334.0,2018-11-22,94014,67,1362.0828025477706
21659,9781472152251.0,2017-07-13,36755,45,710.0974576271186
21660,9781472201065.0,2016-10-20,0,0,374.0416666666667
21661,9781472204295.0,2013-02-15,0,0,399.0
21662,9781472204295.0,2018-02-08,146697,415,382.2225806451613
21663,9781472205773.0,2017-10-19,9982,18,446.82608695652175
21664,9781472206886.0,2015-11-19,0,0,199.0
21665,9781472213372.0,2017-11-16,855390,2085,372.31241283124126
21666,9781472213419.0,2017-07-13,0,0,184.25925925925927
21667,9781472213624.0,2019-01-24,274936,1554,156.22991689750694
21668,9781472213631.0,2019-02-21,11757,153,109.9
21669,9781472213648.0,2019-03-21,144041,811,164.6776119402985
21670,9781472213655.0,2019-04-18,36858,212,179.4561403508772
21671,9781472213655.0,2019-04-25,8756,44,199.0
21672,9781472213655.0,2019-05-02,7164,36,199.0
21673,9781472213655.0,2019-05-09,55683,331,145.5776892430279
21674,9781472213716.0,2019-07-11,999,1,999.0
21675,9781472223739.0,2017-08-24,2794,6,474.0
21676,9781472228109.0,2016-03-10,702756,1905,372.5855421686747
21677,9781472228253.0,2018-04-05,903519,1897,553.2872928176796
21678,9781472228741.0,2018-03-08,399,1,374.8965517241379
21679,9781472229380.0,2017-05-18,0,0,0.0
21680,9781472229984.0,2016-07-01,38858184,133294,261.1897533206831
21681,9781472232328.0,2016-09-08,31082,124,243.53618421052633
21682,9781472233509.0,2017-11-02,29667,33,899.0
21683,9781472233660.0,2017-11-02,188724,1957,103.56946039035591
21684,9781472233684.0,2016-08-25,578519,2914,199.81829419035847
21685,9781472233738.0,2017-11-30,1461169,1963,615.188261351052
21686,9781472235060.0,2018-05-17,17485,116,204.95441595441596
21687,9781472235404.0,2018-05-02,0,0,899.0
21688,9781472235404.0,2018-05-17,339057,2234,538.068085106383
21689,9781472236951.0,2019-09-19,3014888,3171,923.0069767441861
21690,9781472238887.0,2018-04-19,21852,34,635.3125
21691,9781472238924.0,2018-11-15,64113,89,710.4556962025316
21692,9781472239051.0,2017-07-13,1329622,1751,598.9780077619664
21693,9781472239082.0,2018-07-26,274013,411,741.9830508474577
21694,9781472239129.0,2019-07-25,108523,142,975.5897435897435
21695,9781472240361.0,2018-04-10,0,0,199.0
21696,9781472241177.0,2017-05-30,10465,35,292.42857142857144
21697,9781472241252.0,2017-07-01,2587,13,152.72058823529412
21698,9781472241467.0,2017-07-13,47405,97,476.8222222222222
21699,9781472242518.0,2017-10-19,12783,12,932.0
21700,9781472243010.0,2018-06-14,48739,63,607.45
21701,9781472243218.0,2018-02-08,16758,42,464.1
21702,9781472243300.0,2017-06-29,0,0,399.0
21703,9781472243805.0,2017-03-23,71341,105,603.8154761904761
21704,9781472243928.0,2017-09-21,0,0,499.0
21705,9781472245151.0,2017-03-31,6999,1185,27.947939262472886
21706,9781472245168.0,2018-04-01,499,1,269.7142857142857
21707,9781472247209.0,2017-08-24,352730,1238,406.3865671641791
21708,9781472247957.0,2017-11-02,0,0,399.0
21709,9781472248428.0,2017-07-13,242690,199,1297.3456790123457
21710,9781472248862.0,2018-03-01,18968071,101029,248.05348258706468
21711,9781472249104.0,2017-08-17,261229,732,129.06190476190477
21712,9781472249234.0,2018-06-07,694968,3350,307.89935760171306
21713,9781472249364.0,2018-02-22,0,0,1099.0
21714,9781472250407.0,2017-10-19,4793,7,699.0
21715,9781472251183.0,2017-10-17,16054,163,99.61458333333333
21716,9781472251190.0,2017-10-24,16236,164,98.01980198019803
21717,9781472251190.0,2023-04-10,0,0,99.0
21718,9781472251282.0,2018-02-08,0,0,499.0
21719,9781472251831.0,2017-10-05,36710,36,980.1052631578947
21720,9781472252432.0,2018-04-19,6993,7,999.0
21721,9781472252487.0,2017-11-09,15677,23,603.8095238095239
21722,9781472252586.0,2017-10-19,8778,34,293.60377358490564
21723,9781472252616.0,2017-11-02,0,0,399.0
21724,9781472253781.0,2017-12-28,0,0,799.0
21725,9781472254603.0,2019-05-16,307283,242,1137.7464114832535
21726,9781472254764.0,2019-05-30,347174,686,711.7370030581039
21727,9781472255037.0,2019-08-16,1160126,9759,170.6453488372093
21728,9781472255037.0,2019-08-31,10773,27,399.0
21729,9781472255037.0,2019-09-01,58254,153,380.0
21730,9781472255037.0,2019-09-05,203076,549,370.5157894736842
21731,9781472255082.0,2018-08-01,23200805,126780,225.8513931888545
21732,9781472255082.0,2024-11-07,6567,33,199.0
21733,9781472256133.0,2017-12-05,2970,31,83.53125
21734,9781472256560.0,2018-11-01,199,1,199.0
