,Author,Title,PublishedDate,ISBN13
0,['Sarah Owen'],The Complete guide to pregnancy and child care - The baby manual - PART ONE,2015,9781326205096
1,['Sarah Hoggett'],1000 Birds,2017,9780785835769
2,"['Sarah Swanson', 'Max Smith']",Must-See Birds of the Pacific Northwest,2013,9781604693379
3,['Sarah Zimmerman'],The Romantic Literary Lecture in Britain,2019,9780192569554
4,['Sarah Brewer'],Planning A Baby?,2010,9781409034544
5,['Sarah Attwood'],Making Sense of Sex,2008,9781846427978
6,"['Richard Thomas', 'Sarah Thomas', 'David Andrew', 'Alan McBride']",The Complete Guide to Finding the Birds of Australia,2011,9780643102262
7,"['Sarah Bekaert', 'Phil Bright']",Women's Health,2018,9781498790642
8,['Veronica Gustafsson'],Entrepreneurial Decision-making,2006,9781781958773
9,"['Veronica Coulshed', 'Audrey Mullender', 'David N. Jones', 'Neil Thompson']",Management in Social Work,2018,9781137285416
10,"['veronica scuotto', 'nicola farronato']",Love in the Start-Up Era,2021,9780473568184
11,['Veronica Binda'],The Dynamics of Big Business,2013,9781134063352
12,['Veronica Gago'],Feminist International,2020,9781788739696
13,['Marion Gilroy'],Loyalists and Land Settlement in Nova Scotia,2009,9780806345987
14,['Marion Day Mullins'],Republic of Texas: Poll Lists for 1846,1974,9780806305981
15,"['Brian K. Payne', 'Willard M. Oliver', 'Nancy E. Marion']",Introduction to Criminal Justice,2017,9781506389714
16,['Zenda M. Walker'],Zara's Wash Day Coloring & Activity Book,2022,9781736277874
17,['E. F. Schraeder'],Judy Garland Is Not a Sunrise,2023,9798888381335
18,['Lycan Press'],Simple Things,2016,9781539839248
19,['E. F. Schraeder'],The Price of a Small Hot Fire,2023,9781947879614
20,"['Dennis E. Hensley', 'E. F. Schraeder', 'M. B. Manteufel']",Mystery Weekly Magazine: November 2018,2018,9781728819051
21,['E. F. Schraeder'],Liar,2021,9781949054347
22,['E. F. Schraeder'],Ghastly Tales of Gaiety and Greed,2020,9781949054248
23,['E. F. Schraeder'],What Happened Was Impossible,2023,9781943720859
24,['Elaine Schleiffer'],In Trouble,2023,9781949054491
25,['E. F. Schraeder'],The Hunger Tree,2013,9781622293599
26,"['Gregory L. Norris', 'Hollie Snider', 'E. F. Schraeder']",Carnival of the Damned,2014,9780692247815
27,"['Partisan Press, Incorporated']",Chapter Eleven,2018,9781883458829
28,['E. F. Schraeder'],As Fast As She Can,2021,9798475165652
29,['E. F. Gurlt'],Nachträge zum ersten Theile des Lehrbuches der pathologhischen Anatomie der Haus-Säugethiere,2020,9783111601045
30,['Norman Lowell'],Imperium Europa,2019,9781912975198
31,"['James Russell Lowell', 'Harry H. Clark', 'Norman Foerster']",James Russell Lowell,1977,9780849532191
32,"['Luther Allen', 'Peggy Aylsworth', 'J. R. (Janet) Bergstrom', 'Christina Camareno', 'Andrea Carter', 'Susan Chase-Foster', 'Linda Conroy', 'Larry Christ', 'Carol V. Davis', 'Victoria Doerper', 'David P. Drummond', 'Denise duMaurier', 'Susan J. Erickson', 'Gene Ervine', 'Paul Fisher', 'John S. Green', 'Norman L. Green', 'Samuel Green', 'Richard Lee Harris', 'Stephanie Cosky Hopkinson', 'Frances Howard-Snyder', 'Paul Hunter', 'Lowell Jaeger', 'Alexander Joseph', 'Christine M. Kendall', 'Phyllis Klein', 'John P. (Jack) Kristofco', 'David Langinais', 'Yvonne Higgins Leach', 'Ramon Mesa Ledesma', 'Jon D. Lee', 'Kurt Luchs', 'Peter Ludwin', 'Andrew Shattuck McBride', 'Doug McGlothlin', 'Gary McWilliams', 'Jim Milstead', 'J. L. Oakley', 'Lenore Plassman', 'Marianne Porter', 'Jeanie Roberts', 'Mauricio Ruiz', 'Raul Sanchez', 'Harvey Schwartz', 'Betty Scott', 'Tag Silcott', 'Sara E. Simard', 'Alan Swyer', 'Nancy Takacs', 'Rosemerry Wahtola Trommer', 'Amanda Tumminaro', 'Karen Vande Bossche', 'Mikel Vause', 'Gary Wade', 'J. Jamieson Woods']","Clover, a Literary Rag",2017,9780997545364
33,['James Russell Lowell'],Selected Literary Essays. with Introd. by Will Davis Howe and Norman Foerster,2016,9781356160990
34,"['Charles Henrickson', 'Norman W. Hunter', 'Larry C. Byrd', 'Lowell W. Shank']",Investigations in Chemistry,1971,9780840304261
35,['Phillip B. Williams'],Mutiny,2021,9780143136934
36,['Phillip Williams'],Thief in the Interior,2016,9781938584312
37,"['L. Lamar Wilson', 'Rickey Laurentiis', 'Saeed Jones', 'Phillip B. Williams', 'Darrel Alejandro Holnes']",Prime,2014,9781937420734
38,['Phillip B. Williams'],Ours,2024,9780593654828
39,"['Bob Hicok', 'Molly Gaudry', 'Phillip B. Williams']",Frequencies,2012,9781936919116
40,['Phillip B. Williams'],Bruised Gospels,2011,9780983761105
41,"['Phillip B. Zarrilli', 'Bruce McConachie', 'Gary Jay Williams', 'Carol Fisher Sorgenfrei']",Theatre Histories,2013,9781134042944
42,"['Joseph A. Kotarba', 'Bryce Merrill', 'J. Patrick Williams', 'Phillip Vannini']",Understanding Society Through Popular Music,2013,9780415641944
43,['Phillip Thomas Tucker'],Trenton,2011,9781594161186
44,['Phillip B. Williams'],Mutiny,2021,9780525508441
45,"['Ferdinand Beer', 'Phillip Cornwell', 'Brian Self', 'Jr. Johnston, E. Russell']",Vector Mechanics for Engineers: Dynamics,2015,9780077687342
46,"['Phillip Vannini', 'April Vannini']",Wilderness,2016,9781317568278
47,"['Phillip Thomas Tucker, PhD']",Miller Cornfield at Antietam: The Civil War’s Bloodiest Combat,2017,9781625858658
48,['Donald Phillip Verene'],The History of Philosophy,2008,9780810151970
49,['Phillip D. Hardberger'],Texas Courtroom Evidence 6th Edition,2021,9781663302441
50,['Phillip Thomas Tucker'],Pickett's Charge,2016,9781634508025
51,['Phillip Thomas Tucker'],Custer at Gettysburg,2019,9780811768924
52,['J. Phillip Thompson'],Double Trouble,2005,9780195177336
53,['Phillip R. Slavney'],Psychiatric Dimensions of Medical Practice,1998,9780801859052
54,"['Joseph E. Parrillo', 'R. Phillip Dellinger']",Critical Care Medicine,2018,9780323611602
55,"['Joseph E. Parrillo', 'R. Phillip Dellinger']",Critical Care Medicine E-Book,2013,9780323089302
56,"['Ted Delaney', 'Phillip Wayne Rhodes']","Free Blacks of Lynchburg, Virginia, 1805-1865",2001,9781890306274
57,"['Paul Wehman', 'Phillip J. McLaughlin']",Program Development in Special Education,1981,9780070689916
58,"['Phillip B. Zarrilli', 'Gary Jay Williams']",Theatre Histories,2010,9780415462235
59,"['Henry L. Tischler', 'Phillip Whitten', 'David E. Hunter']",Introduction to Sociology,1986,9780030027079
60,"['Phillip Clarke', 'Laura Howell', 'Sarah Khan']",The Usborne Internet-linked Mysteries & Marvels of Science,2005,9780439815680
61,"['Kenneth F. Swaiman', 'Stephen Ashwal', 'Donna M Ferriero', 'Nina F Schor', 'Richard S Finkel', 'Andrea L Gropman', 'Phillip L Pearl', 'Michael Shevell']",Swaiman's Pediatric Neurology E-Book,2017,9780323374811
62,['Conrad Phillip Kottak'],Anthropology,2004,9780072837056
63,['Anna Britton'],Fike's Point,1977,9780698204744
64,['Anna Britton'],Shot in the Dark,2023,9781804365243
65,"['Kathryn Britton', 'Anna Lee']",Changing Face of Italy,2007,9780750240116
66,['Lawrence Kelter'],Palindrome,2012,9781477559284
67,['Lawrence L. Rouch'],The Vernor's Story,2010,9780472024605
68,"['Jeffrey A. Kelly', 'Janet S. St. Lawrence']",The AIDS Health Crisis,2013,9781461310037
69,['Tony Jones'],Turning Things Around,2014,9780957166165
70,['Tony Jones'],Soul Shaper,2003,9780310251019
71,['Tony Jones'],The Liveaboard Guide,2019,9781472963697
72,['Tony Jones'],The New Christians,2019,9781506454962
73,['Tony Jones'],The Sacred Way,2010,9780310863830
74,['Tony Jones'],Postmodern Youth Ministry,2001,9780310238171
75,['Tony Jones'],Teach of the Twelve,2009,9781557257574
76,['Tony Jones'],The Teaching of the 12,2009,9781557255907
77,['Tony Jones'],Phyllis Tickle,2014,9781612614410
78,['Tony Jones'],Did God Kill Jesus?,2015,9780062297983
79,['Tony Jones'],Until They Remember Their Names,2012,9780983903987
80,['Tony Jones'],A War of Words,2015,9781512000122
81,['Tony Jones'],In Darkness Visible,2021,9781761065026
82,['Tony Jones'],The Church is Flat,2011,9780615524313
83,['Tony Jones'],The Twentieth Man,2017,9781760639068
84,['Tony Jones'],Divine Intervention,2006,9781600060595
85,['Tony Jones'],See the World Through the Eyes of Creative Writing,2006,9781424136827
86,['Tony Jones'],In Darkness Visible,2019,9781760872731
87,['Tony Jones'],"Read, Think, Pray, Live",2003,9781576834534
88,['Tony Jones'],Pray,2003,9781576834527
89,['Tony Jones'],The Narrowboat Guide,2016,9781408188019
90,['Tony L. Jones'],THE POLICE OFFICER'S GUIDE TO OPERATING AND SURVIVING IN LOW-LIGHT AND NO-LIGHT CONDITIONS,2002,9780398083755
91,['Tony L. Jones'],Swat Leadership And Tactical Planning,1996,9780873648974
92,['Tony Jones'],The Narrowboat Guide 2nd edition,2023,9781399404464
93,"['Sarah Ferguson', 'Tony Jones']",Revelation,2021,9780733645310
94,['Tony Jones'],The Preppers Survival Handbook,2021,9788367110310
95,"['Doug Pagitt', 'Tony Jones']",An Emergent Manifesto of Hope,2007,9780801068072
96,['Tony L. Jones'],COURT SECURITY,2003,9780398084356
97,['Tony Jones'],The Twentieth Man (16pt Large Print Edition),2017,9780369314956
98,['Tony Jones'],The Judgement Seat,2019,9781794814905
99,['Tony Jones'],The Teaching of the 12,2009,9788320051780
100,['Tony L. Jones'],Specialty Police Munitions,2000,9781581600872
101,['A Jones'],Splitting The Second,2000,9781420033496
102,['Tony L. Jones'],Booby Trap Identification And Response For Law Enforcement Personnel,1998,9781581600056
103,['Tony Jones'],12 Days with Jesus,2011,9780834150508
104,"['Russell Roberts', 'Tony Ray-Jones']",Tony Ray-Jones,2004,9780954281397
105,['Tony J. Williams'],James Jones,2016,9781442272415
106,"['Millette Jones', 'Tony Jones']",Tennessee Road Scholars,2008,9781599163154
107,"['Tony E. Adams', 'Stacy Holman Jones', 'Stacy Linn Holman Jones', 'Carolyn Ellis']",Autoethnography,2014,9780199972098
108,"['Daniel J. Kirmatzis', 'Tony R. Jones']",Emanuel School at War,2014,9781784621568
109,['Tony Jones'],"Ask, Seek, Knock",2008,9781600063497
110,['Tony Jones'],Splitting The Second,2000,9780750306409
111,['Tony L. Jones'],SWAT Sniper,1995,9780873648561
112,['Eddy Boudel Tan'],After Elias,2020,9781459746428
113,['Eddy Boudel Tan'],The Rebellious Tide,2021,9781459746893
114,['Eddy Boudel Tan'],Después de Elías,2022,9788412597547
115,['Eddy Boudel Tan'],After Elias,2020,9781459746442
116,['Australasian Society for Computers in Learning in Tertiary Education (ASCILITE). Conference (30th : 2013 : Sydney)'],Electric Dreams,2013,9781741384031
117,"['John Dougill', 'Amy Chavez', 'Mark Richardson']",Echoes: Writers in Kyoto Anthology 2017,2018,9781387479115
118,"['Amy H. Liu', 'Jacob I. Ricks']",Ethnicity and Politics in Southeast Asia,2022,9781108934541
119,"['Kin Yuen Wong', 'Gary Westfahl', 'Amy Kit-sze Chan']",World Weavers,2005,9789622097216
120,"['Yang Mai Ooi', 'Daniel York Loh', 'Stephen Hoo', 'Amy Ng', 'Joel Tan', 'Jeremy Tiang', 'Lucy Chai Lai-Tuen']",British East Asian Plays,2018,9781912430079
121,['Johnny Mains'],Frightfully Cosy and Mild Stories for Nervous Types,2012,9780953903252
122,['Johnny Mains'],Will Anyone Figure Out That This Is a Repackaged First Collection?,2015,9780957453579
123,['Johnny Mains'],A Distasteful Horror Story,2019,9780993288807
124,['Johnny Mains'],A Little Light Screaming,2015,9780993288852
125,['Johnny Mains'],Celtic Weird,2022,9780712354325
126,"['Mark West', 'Stephen Bacon', 'Johnny Mains', 'Stephen Volk', 'John Llewellyn Probert']",Anatomy of Death,2013,9781482612677
127,"['William Meikle', 'Johnny Mains', 'Steve Duffy', 'Ramsey Campbell', 'Tim Lebbon', 'Simon Kurt Unsworth', 'Guy Smith', 'Stephen Laws', 'Steve Lockley', 'Steven Savile', 'Gary McMahon', 'Peter Crowther', 'John Shirley', 'Stephen Price', 'Anna Taborska', 'Scott Nicholson', 'Nancy Kilpatrick', 'David Riley', 'Barbie Wilde']",The Unspoken,2013,9781490480237
128,"['Mark Morris', 'Kirsty Logan', 'Aliya Whiteley', 'Gareth Rees', 'Johnny Mains', 'Chikodili Emelumadu', 'Anna Vaught', 'Giovanna Repetto', 'Ralph Moore', 'Dan Coxon']",The Shadow Booth: Vol. 2,2018,9781705427453
129,['Johnny Mains'],The Screaming Book of Horror,2012,9781906652159
130,"['Johnny Mains', 'Peter Richardson', 'Bryn Havord', 'David Stuart Davies']",Illustrators,2014,9781907081231
131,"['Johnny Mains', 'Byrn Fortey']",The Curse of the Monster,2015,9781511788861
132,['Johnny Mains'],Best British Horror 2018,2018,9781910935958
133,['JOHNNY. MAINS'],BOUND IN BLOOD.,2024,9781803367491
134,['Johnny Mains'],Back from the Dead,2016,9781534940895
135,"['Steve Shaw', 'Anna Taborska', 'Christopher Law', 'D. S. Ullery', 'Rachel Halsall', 'Darrel Duckworth', 'Scott Shoyer', 'Laura Mauro', 'James Park', 'Kelda Crich', 'G. H. Finn', 'Helen Cattan-Prugl', 'Calum Chalmers', 'Johnny Mains']",Wild Things,2015,9781515169581
136,['Johnny Mains'],With Deepest Sympathy,2010,9780956560520
137,['Jonathan Burke'],The Sorcerers,2013,9781848636491
138,['Johnny Mains'],Lest You Should Suffer Nightmares,2011,9781906652111
139,['Bonnie Tomlinson'],Stop Buying Bins,2021,9781737881803
140,['Bonnie Tomlinson'],Stop Pushing Perfection,2023,9781737881827
141,"['Nat Segaloff', 'Mallory Lewis']",Shari Lewis and Lamb Chop,2022,9780813196275
142,['Hope Ford'],Knox Dude Ranch,2019,9781696095105
143,['Hope Ford'],Coming Home,2023,9798987649343
144,['Hope Ford'],Player Loves Curves,2021,9798530829215
145,['Hope Ford'],Boot Camp,2021,9798720217655
146,['Paula Charles'],Hammers and Homicide,2024,9781639105991
147,['Paula Charles'],Soul Stripping,1995,9783952000250
148,['Paula Charles'],"Go, Josephine, go",2021,9783038552260
149,['Prateeksha Rout'],A Fleeting Visitor,2022,9789394615168
150,['Paula M. Wilson'],Cavachon,2019,9781543555219
151,"['Kelly Burgoyne', 'Fiona Duff', 'Paula Clarke', 'Glynnis Smith', 'Sue Buckley', 'Margaret Snowling', 'Charles Hulme']",A Reading and Language Intervention for Children with Down Syndrome - Teacher’s Handbook,2012,9781782610458
152,"['Charles Madison Nabrit', 'Richard Nelson Jd', 'Mildred Penn']",Sankofa,1995,9781729004371
153,"['Paula J. Clarke', 'Emma Truelove', 'Charles Hulme', 'Margaret J. Snowling']",Developing Reading Comprehension,2013,9781118606759
154,"['Paul A. Offit', 'Charlotte A. Moser']",Vaccines & Your Child,2011,9780231153072
155,"['Paul A. Offit', 'Charlotte A. Moser']",Vaccines and Your Child,2011,9780231526715
156,['Paul A. Offit'],Bad Advice,2018,9780231546935
157,['Paul Offit'],Bad Faith,2015,9780465082964
158,['Paul A. Offit MD'],Pandora's Lab,2017,9781426217999
159,['Paul A. Offit'],The Cutter Incident,2007,9780300126051
160,"['Paul A. Offit', 'Louis M. Bell']",Vaccines,2003,9780471470328
161,['Paul A. Offit'],Deadly Choices,2010,9780465023561
162,['Paul A. Offit'],Autism's False Prophets,2010,9780231146371
163,"['Tijana T. Ivancevic', 'Bojan Jovanovic', 'Swetta Djukic', 'Milorad Djukic', 'Sasa Markovic']",Complex Sports Biodynamics,2008,9783540899716
164,['Sasa Stanisic'],How the Soldier Repairs the Gramophone,2009,9781555848798
165,['Sasa Stanisic'],Where You Come From,2021,9781951142834
166,['Sasa Stanisic'],Before the Feast,2016,9781941040409
167,['Sasa Miletic '],Hollywoods Gerechtigkeit,2019,9783643508959
168,['Anastasia Rubis'],Oriana,2024,9781953002365
169,['Alexis Landau'],Those Who Are Saved,2022,9780593190555
170,['Alexis Landau'],The Empire of the Senses,2016,9780804173469
171,['Alexis Landau'],Those Who Are Saved,2021,9781398702806
172,['Alexis Landau'],The Mother of All Things,2024,9780593700808
173,"['Willem F. Arts, Alexis Arzimanoglou, Oebele F. Brouwer, Carol Camfield, Peter Camfield', 'Willen F. Arts', 'Alexis Arzimanoglou', 'Oebele F. Brouwer', 'Carol Camfield', 'Peter Camfield']",Outcome of Childhood Epilepsies,2013,9782742011025
174,"['Alexis Arzimanoglou', 'Albert Aldenkamp', 'Helen Cross', 'Maryse Lassonde']",Cognitive Dysfunction in Children with Temporal Lobe Epilepsy,2005,9782742005628
175,"['Alexis Arzimanoglou', 'J. Helen Cross', 'William D. Gaillard', 'Hans Holthausen ', 'Prasanna Jayakar', 'Philippe Kahane', 'Gary Mathern']",Pediatric Epilepsy Surgery,2016,9782742015337
176,['Amy Stuart'],Still Mine,2020,9781982172039
177,['Amy Stuart'],Still Here,2021,9781982178925
178,['Amy Stuart'],A Death at the Party,2023,9781668009109
179,['Amy Stuart Wells'],Both Sides Now,2009,9780520256781
180,['Amy Stuart'],Still Water,2020,9781982172077
181,"['Amy Stuart Wells', 'Robert L. Crain']",Stepping Over the Color Line,1997,9780300081336
182,['Amy Stuart'],Still Water,2020,9781982137762
183,['Amy Stuart'],Still Here,2021,9781800324688
184,"['Susan Philpott', 'K.A. Tucker', 'Kristi Charish', 'Joan Crate', 'Amy Stuart', 'Kathleen Grissom', 'Sally Christie', 'Ann Yu-Kyung Choi', 'Richard B. Wright', 'Robert Pobi', 'Iain Reid']",The Look Book,2016,9781501144219
185,['Amy Stuart'],Still Water,2021,9781800324664
186,['Amy Stuart Wells'],Both Sides Now,2009,9780520256774
187,['Amy Stuart Wells'],Beyond the Charter School Reform,1998,9780788184048
188,['Amy Stuart'],A Death At The Party,2023,9781405957182
189,"[""Stuart O'Keeffe"", 'Amy Phillips']","Cook It, Spill It, Throw It",2021,9780063040946
190,['Amy Stuart'],A Death at the Party,2023,9781405957175
191,['Amy Stewart'],The Earth Moved,2005,9781565124684
192,['Jennifer Openshaw'],The Socially Savvy Advisor,2014,9781118959084
193,['Amy Stewart'],Flower Confidential,2007,9781565124387
194,"['Edward B. Fiske', 'Bruce Hammond', 'Amy Stuart Wells']",How to Get Into the Right College,1988,9780812917321
195,['S. Isabelle'],"The Witchery (The Witchery, Book 1)",2022,9781338758979
196,['S. Isabelle'],"Shadow Coven (the Witchery, Book 2)",2023,9781338758993
197,['Isabelle S. Sayers'],Annie Oakley and Buffalo Bill's Wild West,2012,9780486140759
198,"['Isabelle Peter', 'Eric H. Davidson']",Genomic Control Process,2015,9780124047464
199,"['Joanna Dorothy Haigh', 'Michael Lockwood', 'Mark S. Giampapa']","The Sun, Solar Analogs and the Climate",2006,9783540275107
200,"['Denise Grocke', 'Torben Moe']",Guided Imagery & Music (GIM) and Music Imagery Methods for Individual and Group Therapy,2015,9780857008770
201,"['Mr.Faisal Ahmed', 'Mr.Shengzu Wang', 'Mrs.Isabelle Mateos y Lago', 'Samar Maziad', 'Stephanie Segal', 'Pascal Farahmand', 'Mr.Udaibir S. Das']",Internationalization of Emerging Market Currencies,2011,9781463926526
202,['Isabelle S. Felix'],201 Common English Idioms and Their Haitian Creole Equivalents,2017,9780692978917
203,"['Isabelle de Ramaix', 'Miriam West']",The Illustrated Bartsch,2014,9780898351750
204,"['David M. Goldstein', 'Stephanie W. Jamison', 'Brent Vine']",Proceedings of the 32nd Annual UCLA Indo-European Conference,2023,9783967693089
205,['S. isabelle'],Happy Halloween Notebook for Girl Friend,2020,9798699668793
206,['Isabelle S. Purnell'],"An Unofficial History of Mahomet, Illinois",2000,9781878044709
207,['S. Helene'],Cross Stitch Flowers,2011,9781844486809
208,"['Lawrence A. Ringenberg', 'Richard S. Presser']",Geometry,1972,9780471945499
209,['Victoria Scott'],Fire & Flood,2014,9780545537476
210,['Victoria Scott'],Patience,2022,9781800240902
211,['Victoria Scott'],The Collector,2013,9781620612439
212,['Victoria Scott'],The Warrior,2014,9781622662791
213,['Victoria Scott (Young adult author)'],Salt and Stone,2015,9780545537483
214,['Victoria Scott'],We Told Six Lies,2019,9781640634213
215,['Victoria Scott'],Hear the Wolves,2017,9781338047479
216,['Victoria Scott'],Violet Grenade,2017,9781633756885
217,['Victoria Scott'],The Liberator,2013,9781622660179
218,['Victoria Scott'],Salt & Stone,2015,9780545537490
219,['Victoria Scott'],Grace,2022,9781800240957
220,['Victoria Scott'],The Joseph Anointing Devotional Journal,2018,9781987477634
221,['Victoria Scott'],The Scott Report,2014,9780692214381
222,['Victoria Scott'],Titans,2017,9781338095555
223,['Victoria Scott'],Postcards from the End of the World,2023,9798987424506
224,"['Victoria Scott', 'Ernest Jones']","Sylvia Stark, a Pioneer",1991,9780940880382
225,['Victoria Scott'],The Scott Report January 2015,2015,9780692375938
226,['Victoria Scott (Young adult author)'],Fire & Flood,2014,9781925063844
227,['Victoria Scott-Miller'],The Museum Lives in Me,2024,9781223186849
228,['Victoria Scott'],The Women Who Wouldn't Leave,2023,9781804544716
229,['Victoria Groves Scott'],Phonemic Awareness,2009,9781412972147
230,['Cora Linn Victoria Scott Richmond'],Hesperia,2018,9781378011706
231,"['Benjamin Rush', 'Cora Linn Victoria Scott Richmond']",Psychopathy,2015,9781298834973
232,"['Mary Gavin', 'Larry Gavin', 'Victoria Scott', 'Ellen Galland', 'Janet Messenger', 'Shawn Jones', 'Anne Bodine', 'Judy Chiss', 'Matt Simonette', 'Morris (Dino) Robinson, Jr.', 'Mary Mumbrue', 'Heidi Randhava', 'Libby Hill', 'Lori Osborne', 'Les Jacobson', 'Joi-Anissa Russell', 'Ned Schaub', 'Natalie Wainwright']",Encountering Evanston History,2022,9798218053253
233,['Teresa Wong'],Dear Scarlet,2019,9781551527666
234,['Teresa Wong'],Piano Freedom,2016,9789887708308
235,['Teresa Wong'],Technique Transformation Exercise Book,2016,9789887708315
236,"['Sara Trail', 'Teresa Duryea Wong']",Stitching Stolen Lives,2021,9781644031391
237,['Teresa Wong'],Music on Wings,2016,9789887708339
238,['Teresa Wong'],Music on Wings,2017,9781542571418
239,['Teresa Wong'],Music on Wings,2016,9789887708322
240,['Teresa Wong'],Music on Wings,2016,9781540450296
241,"['Roxana Sukyee Fung', 'Teresa Wong', 'Sandy Wong']",Spoken Cantonese,1996,9780874153088
242,"['Sek Hong Ng', 'Teresa Wong']",The Business Environment in Hong Kong,1993,9780195851694
243,"['Suzee Leong', 'Teresa Wong']",The Rats' Room-mate & the Ball,1996,9789839166439
244,"['Suzee Leong', 'Teresa Wong']",The Unhappy Past,1996,9789839166460
245,"['Alyssa Wong', 'Alfredo Álamo', 'Angela Slatter', 'Caroline M. Yoachim', 'Damien Angelica Walters', 'Elia Barceló', 'Eugie Foster', 'Ferran Varela', 'Lucy A. Snyder', 'Luis Eduardo Bermejo', 'Maria Dahvana', 'Mercurio D. Rivera', 'Mike Resnick', 'Rachel Swirsky', 'Teresa P. Mira de Echeverría', 'Víctor Sellers']",Dark Fantasies,2017,9788416637409
246,"['Suzee Leong', 'Teresa Wong']",A Noisy Neighbour & Granny's Problem,1996,9789839166477
247,"['Suzee Leong', 'Teresa Wong']",A Flowery Surprise,1996,9789839166507
248,['Teresa Duryea Wong'],Magic and Memories,2019,9780764357411
249,"['Suzee Leong', 'Teresa Wong']",Didi the Doll,1996,9789839166484
250,['Teresa Duryea Wong'],Cotton & Indigo from Japan,2017,9780764353512
251,['Teresa Duryea Wong'],Japanese Contemporary Quilts and Quilters,2015,9780764348747
252,"['Sara Trail', 'Teresa Duryea Wong']",Stitching Stolen Lives Coffee Table Book,2021,9781644031384
253,"['Lara Fraenkel', 'Leela Kingsnorth', 'Amani Arunga', 'Maggie Liu', 'Olivia Duke', 'Ha Jin Sung', 'Pranavi Vedula', 'Victoria Tan', 'Addison Hill', 'Trisha Deepak', 'Anna Swan', 'LaVie Saad', 'Maya Anvar', 'Sarah Kwok', 'Matthew Califano', 'Shreya Birudavolu', 'Rylee Yeo', 'Teresa Cheung', 'Sophia Douglass', 'Noah Oh', 'Bridget Pouliot', 'Emma Schelldorf', 'Aiden Wong', 'Song Hyun Eunice Lee', 'Evangeline Flynn', 'Ivy Sklenicka']",Written from the Stars,2022,9781947960527
254,['Teresa Wong'],Chère Scarlet,2020,9782100814329
255,['Teresa Duryea Wong'],Sewing & Survival,2023,9798218102487
256,['Third Floor Quilts'],American Cotton,2019,9780578404783
